name,link,paperlink
Kalki's Ponniyin Selvan Part-1 to Part-5 Set (English) (Historical Novel),https://www.amazon.in/Kalkis-Ponniyin-Selvan-English-Historical/dp/8183455476/ref=zg_bs_1318164031_sccl_4/000-0000000-0000000?psc=1,https://www.amazon.in/Kalkis-Ponniyin-Selvan-English-Historical/dp/8183455476/ref=zg_bs_1318164031_sccl_4/000-0000000-0000000?psc=1
The Sins of the Father (The Clifton Chronicles),https://www.amazon.in/Sins-Father-Clifton-Chronicles/dp/150984757X/ref=zg_bs_1318164031_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Sins-Father-Clifton-Chronicles/dp/150984757X/ref=zg_bs_1318164031_sccl_5/000-0000000-0000000?psc=1
Legend of Suheldev: The King Who Saved India,https://www.amazon.in/Legend-Suheldev-King-Saved-India/dp/B0BFJXY18G/ref=zg_bs_1318164031_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/Legend-Suheldev-King-Saved-India/dp/B0BFJXY18G/ref=zg_bs_1318164031_sccl_6/000-0000000-0000000?psc=1
Beloved,https://www.amazon.in/Beloved-Toni-Morrison/dp/0099273934/ref=zg_bs_1318164031_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Beloved-Toni-Morrison/dp/0099273934/ref=zg_bs_1318164031_sccl_7/000-0000000-0000000?psc=1
Gora (Hindi),https://www.amazon.in/Gora-Hindi-Rabindranath-Tagore/dp/9389567173/ref=zg_bs_1318164031_sccl_8/000-0000000-0000000?psc=1,https://www.amazon.in/Gora-Hindi-Rabindranath-Tagore/dp/9389567173/ref=zg_bs_1318164031_sccl_8/000-0000000-0000000?psc=1
Small Things Like These: Shortlisted for the Booker Prize 2022,https://www.amazon.in/Small-Things-These-Claire-Keegan-ebook/dp/B08W8TWWFQ/ref=zg_bs_1318164031_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/Small-Things-Like-These-Shortlisted/dp/0571368700/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
10 Judgements that Changed India,https://www.amazon.in/10-Judgements-That-Changed-India/dp/0670086622/ref=zg_bs_1318164031_sccl_10/000-0000000-0000000?psc=1,https://www.amazon.in/10-Judgements-That-Changed-India/dp/0670086622/ref=zg_bs_1318164031_sccl_10/000-0000000-0000000?psc=1
An Ember in the Ashes: Book 1 (Ember Quartet),https://www.amazon.in/Ember-Ashes-Quartet-Book/dp/0008108420/ref=zg_bs_1318164031_sccl_11/000-0000000-0000000?psc=1,https://www.amazon.in/Ember-Ashes-Quartet-Book/dp/0008108420/ref=zg_bs_1318164031_sccl_11/000-0000000-0000000?psc=1
All the Light We Cannot See: The Breathtaking World Wide Bestseller,https://www.amazon.in/All-Light-We-Cannot-See-ebook/dp/B00G1TOJ7Y/ref=zg_bs_1318164031_sccl_12/000-0000000-0000000?psc=1,https://www.amazon.in/All-Light-We-Cannot-See/dp/0007548699/ref=tmm_mmp_swatch_0?_encoding=UTF8&qid=&sr=
The Duke Alone,https://www.amazon.in/Duke-Alone-Christi-Caldwell-ebook/dp/B09NPSGLKJ/ref=zg_bs_1318164031_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Duke-Alone-Christi-Caldwell/dp/1542033950/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
"The Marriage Portrait: the instant Sunday Times bestseller, now a Reese's Bookclub December Pick",https://www.amazon.in/Marriage-Portrait-BREATHTAKING-BESTSELLING-AUTHOR-ebook/dp/B09S6F4MRK/ref=zg_bs_1318164031_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Marriage-Portrait-breathtaking-bestselling-author/dp/1472223853/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
YAAMI (Hindi Edition),https://www.amazon.in/YAAMI-Hindi-ALOK-SINGH-KHALAURI-ebook/dp/B0BK2K3D1X/ref=zg_bs_1318164031_sccl_15/000-0000000-0000000?psc=1,
"Ponniyin Selvan - Part 1 [The Son of Ponni, Part 1]",https://www.amazon.in/Ponniyin-Selvan-Part-Son-Ponni/dp/B08GF1FQH8/ref=zg_bs_1318164031_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Ponniyin-Selvan-Part-Son-Ponni/dp/B08GF1FQH8/ref=zg_bs_1318164031_sccl_16/000-0000000-0000000?psc=1
Catch-22,https://www.amazon.in/Catch-22-Joseph-Heller/dp/0099536013/ref=zg_bs_1318164031_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Catch-22-Joseph-Heller/dp/0099536013/ref=zg_bs_1318164031_sccl_17/000-0000000-0000000?psc=1
Yayati (Marathi),https://www.amazon.in/Yayati-Marathi-V-S-Khandekar/dp/8171615880/ref=zg_bs_1318164031_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/Yayati-Marathi-V-S-Khandekar/dp/8171615880/ref=zg_bs_1318164031_sccl_18/000-0000000-0000000?psc=1
The Beast's Bargain (The Bluestocking War),https://www.amazon.in/Beasts-Bargain-Bluestocking-War-ebook/dp/B0BLT9WZFX/ref=zg_bs_1318164031_sccl_19/000-0000000-0000000?psc=1,
Meant for the Marquess (Second Sons of London Book 7),https://www.amazon.in/Meant-Marquess-Second-Sons-London-ebook/dp/B0BH7YQ2CL/ref=zg_bs_1318164031_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/Meant-Marquess-Second-Sons-London/dp/1958098809/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
Doglapan: The Hard Truth about Life and Start-Ups,https://www.amazon.in/Doglapan-Hard-Truth-about-Start-Ups/dp/067009711X/ref=zg_bs_4149493031_sccl_1/000-0000000-0000000?psc=1,https://www.amazon.in/Doglapan-Hard-Truth-about-Start-Ups/dp/067009711X/ref=zg_bs_4149493031_sccl_1/000-0000000-0000000?psc=1
Man's Search For Meaning: The classic tribute to hope from the Holocaust,https://www.amazon.in/Mans-Search-Meaning-Viktor-Frankl/dp/1846041244/ref=zg_bs_4149493031_sccl_2/000-0000000-0000000?psc=1,https://www.amazon.in/Mans-Search-Meaning-Viktor-Frankl/dp/1846041244/ref=zg_bs_4149493031_sccl_2/000-0000000-0000000?psc=1
War of Lanka (Ram Chandra Series Book 4),https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/9356291527/ref=zg_bs_4149493031_sccl_3/000-0000000-0000000?psc=1,https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/9356291527/ref=zg_bs_4149493031_sccl_3/000-0000000-0000000?psc=1
TUESDAYS WITH MORRIE (EXPORT) (A FORMAT),https://www.amazon.in/Tuesdays-Morrie-young-greatest-lesson/dp/0751527378/ref=zg_bs_4149493031_sccl_4/000-0000000-0000000?psc=1,https://www.amazon.in/Tuesdays-Morrie-young-greatest-lesson/dp/0751527378/ref=zg_bs_4149493031_sccl_4/000-0000000-0000000?psc=1
Sapiens: A Brief History of Humankind,https://www.amazon.in/Sapiens-Humankind-Yuval-Noah-Harari/dp/0099590085/ref=zg_bs_4149493031_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Sapiens-Humankind-Yuval-Noah-Harari/dp/0099590085/ref=zg_bs_4149493031_sccl_5/000-0000000-0000000?psc=1
WINGS OF FIRE: AUTOBIOGRAPHY OF ABDUL KALAM,https://www.amazon.in/Wings-Fire-Autobiography-Abdul-Kalam/dp/8173711461/ref=zg_bs_4149493031_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/Wings-Fire-Autobiography-Abdul-Kalam/dp/8173711461/ref=zg_bs_4149493031_sccl_6/000-0000000-0000000?psc=1
The Book of Five Rings (Hardcover Library Edition),https://www.amazon.in/Book-Five-Rings-Hardcover-Library/dp/9389440556/ref=zg_bs_4149493031_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Book-Five-Rings-Hardcover-Library/dp/9389440556/ref=zg_bs_4149493031_sccl_7/000-0000000-0000000?psc=1
The Bhagwat Gita : Symphony of the Spirit (Hindi),https://www.amazon.in/Bhagwat-Gita-Hindi-Symphony-Spirit/dp/8172345453/ref=zg_bs_4149493031_sccl_8/000-0000000-0000000?psc=1,https://www.amazon.in/Bhagwat-Gita-Hindi-Symphony-Spirit/dp/8172345453/ref=zg_bs_4149493031_sccl_8/000-0000000-0000000?psc=1
101 Panchatantra Stories for Children: Colourful Illustrated Story book,https://www.amazon.in/101-Panchatantra-Stories-Children-Illustrated/dp/935376517X/ref=zg_bs_4149493031_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/101-Panchatantra-Stories-Children-Illustrated/dp/935376517X/ref=zg_bs_4149493031_sccl_9/000-0000000-0000000?psc=1
Doglapan: The Hard Truth about Life and Start-Ups,https://www.amazon.in/Doglapan-Hard-Truth-about-Start-Ups-ebook/dp/B0BN23PQ6N/ref=zg_bs_4149493031_sccl_10/000-0000000-0000000?psc=1,
My Journey: Transforming Dreams into Actions,https://www.amazon.in/My-Journey-Transforming-Dreams-Actions-ebook/dp/B016APQJB2/ref=zg_bs_4149493031_sccl_11/000-0000000-0000000?psc=1,https://www.amazon.in/My-Journey-Transforming-Dreams-Actions/dp/8129124912/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
The Art of War,https://www.amazon.in/Art-War-Sun-Tzu/dp/8172345240/ref=zg_bs_4149493031_sccl_12/000-0000000-0000000?psc=1,https://www.amazon.in/Art-War-Sun-Tzu/dp/8172345240/ref=zg_bs_4149493031_sccl_12/000-0000000-0000000?psc=1
Autobiography of a Yogi,https://www.amazon.in/Autobiography-Yogi-Paramahansa-Yogananda/dp/8172345364/ref=zg_bs_4149493031_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Autobiography-Yogi-Paramahansa-Yogananda/dp/8172345364/ref=zg_bs_4149493031_sccl_13/000-0000000-0000000?psc=1
Start With Why: The Inspiring Million-Copy Bestseller That Will Help You Find Your Purpose,https://www.amazon.in/Start-Why-Leaders-Inspire-Everyone/dp/0241958229/ref=zg_bs_4149493031_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Start-Why-Leaders-Inspire-Everyone/dp/0241958229/ref=zg_bs_4149493031_sccl_14/000-0000000-0000000?psc=1
TINKLE DOUBLE DIGEST 8,https://www.amazon.in/TINKLE-DOUBLE-DIGEST-ANANT-PAI-ebook/dp/B075QFXP8P/ref=zg_bs_4149493031_sccl_15/000-0000000-0000000?psc=1,https://www.amazon.in/TINKLE-DOUBLE-DIGEST-NO/dp/9388243706/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
Sapiens,https://www.amazon.in/Sapiens/dp/B079C1B3H6/ref=zg_bs_4149493031_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Sapiens/dp/B079C1B3H6/ref=zg_bs_4149493031_sccl_16/000-0000000-0000000?psc=1
"Kitne Ghazi Aaye, Kitne Ghazi Gaye (Copies Signed by the Author)",https://www.amazon.in/Kitne-Ghazi-Copies-Signed-Author/dp/0670097055/ref=zg_bs_4149493031_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Kitne-Ghazi-Copies-Signed-Author/dp/0670097055/ref=zg_bs_4149493031_sccl_17/000-0000000-0000000?psc=1
"Three Thousand Stitches: Ordinary People, Extraordinary Lives",https://www.amazon.in/Three-Thousand-Stitches-Ordinary-Extraordinary/dp/0143440055/ref=zg_bs_4149493031_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/Three-Thousand-Stitches-Ordinary-Extraordinary/dp/0143440055/ref=zg_bs_4149493031_sccl_18/000-0000000-0000000?psc=1
A Brief History Of Time: From Big Bang To Black Holes,https://www.amazon.in/Brief-History-Time-Black-Holes/dp/0553175211/ref=zg_bs_4149493031_sccl_19/000-0000000-0000000?psc=1,https://www.amazon.in/Brief-History-Time-Black-Holes/dp/0553175211/ref=zg_bs_4149493031_sccl_19/000-0000000-0000000?psc=1
Wise and Otherwise: A salute to Life,https://www.amazon.in/Wise-Otherwise-salute-Sudha-Murty/dp/0143062220/ref=zg_bs_4149493031_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/Wise-Otherwise-salute-Sudha-Murty/dp/0143062220/ref=zg_bs_4149493031_sccl_20/000-0000000-0000000?psc=1
Bravehearts of Bharat: Vignettes from Indian History,https://www.amazon.in/Bravehearts-Bharat-Vignettes-Indian-History/dp/0670094684/ref=zg_bs_4149493031_sccl_21/000-0000000-0000000?psc=1,https://www.amazon.in/Bravehearts-Bharat-Vignettes-Indian-History/dp/0670094684/ref=zg_bs_4149493031_sccl_21/000-0000000-0000000?psc=1
The Song Of The Cell: An Exploration Of Medicine And The New Human,https://www.amazon.in/Song-Cell-Exploration-Medicine-Human/dp/067009272X/ref=zg_bs_4149493031_sccl_22/000-0000000-0000000?psc=1,https://www.amazon.in/Song-Cell-Exploration-Medicine-Human/dp/067009272X/ref=zg_bs_4149493031_sccl_22/000-0000000-0000000?psc=1
A Life in the Shadows : A Memoir,https://www.amazon.in/Life-Shadows-Memoir-S-Dulat/dp/9356295964/ref=zg_bs_4149493031_sccl_23/000-0000000-0000000?psc=1,https://www.amazon.in/Life-Shadows-Memoir-S-Dulat/dp/9356295964/ref=zg_bs_4149493031_sccl_23/000-0000000-0000000?psc=1
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,https://www.amazon.in/Almanack-Naval-Ravikant-Wealth-Happiness/dp/B08XN477C3/ref=zg_bs_4149493031_sccl_24/000-0000000-0000000?psc=1,https://www.amazon.in/Almanack-Naval-Ravikant-Wealth-Happiness/dp/B08XN477C3/ref=zg_bs_4149493031_sccl_24/000-0000000-0000000?psc=1
The Time Machine,https://www.amazon.in/Time-Machine-H-G-Wells/dp/8175992956/ref=zg_bs_4149493031_sccl_25/000-0000000-0000000?psc=1,https://www.amazon.in/Time-Machine-H-G-Wells/dp/8175992956/ref=zg_bs_4149493031_sccl_25/000-0000000-0000000?psc=1
Mossad,https://www.amazon.in/Mossad-Michael-Bar-Zohar-ebook/dp/B01BM83WIK/ref=zg_bs_4149493031_sccl_26/000-0000000-0000000?psc=1,https://www.amazon.in/Mossad-Michael-Bar-Zohar/dp/8184958455/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
The Diary of a Young Girl,https://www.amazon.in/Diary-Young-Girl-Anne-Frank/dp/8172345194/ref=zg_bs_4149493031_sccl_27/000-0000000-0000000?psc=1,https://www.amazon.in/Diary-Young-Girl-Anne-Frank/dp/8172345194/ref=zg_bs_4149493031_sccl_27/000-0000000-0000000?psc=1
Can't Hurt Me: Master Your Mind and Defy the Odds,https://www.amazon.in/Cant-Hurt-Me-Master-Your/dp/B07KKNG8Y6/ref=zg_bs_4149493031_sccl_28/000-0000000-0000000?psc=1,https://www.amazon.in/Cant-Hurt-Me-Master-Your/dp/B07KKNG8Y6/ref=zg_bs_4149493031_sccl_28/000-0000000-0000000?psc=1
It Start With Us + It End With Us (Set of 2 novels),https://www.amazon.in/Start-Us-End-Set-novels/dp/B0BNDWDC3X/ref=zg_bs_4149493031_sccl_29/000-0000000-0000000?psc=1,https://www.amazon.in/Start-Us-End-Set-novels/dp/B0BNDWDC3X/ref=zg_bs_4149493031_sccl_29/000-0000000-0000000?psc=1
Meditations,https://www.amazon.in/Meditations-Marcus-Aurelius/dp/8175994754/ref=zg_bs_4149493031_sccl_30/000-0000000-0000000?psc=1,https://www.amazon.in/Meditations-Marcus-Aurelius/dp/8175994754/ref=zg_bs_4149493031_sccl_30/000-0000000-0000000?psc=1
TINKLE DIGEST 1,https://www.amazon.in/TINKLE-DIGEST-1-ANANT-PAI-ebook/dp/B0758FSVW5/ref=zg_bs_4149493031_sccl_1/000-0000000-0000000?psc=1,https://www.amazon.in/Tinkle-Digest-No-Anant-Pai/dp/8184828071/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
Tinkle Magazine 613,https://www.amazon.in/Tinkle-Magazine-613-Rajani-Thindiath-ebook/dp/B07CN1RL6J/ref=zg_bs_4149493031_sccl_2/000-0000000-0000000?psc=1,
A BRIEF HISTORY OF MODERN INDIA,https://www.amazon.in/BRIEF-HISTORY-MODERN-INDIA/dp/8179307875/ref=zg_bs_4149493031_sccl_3/000-0000000-0000000?psc=1,https://www.amazon.in/BRIEF-HISTORY-MODERN-INDIA/dp/8179307875/ref=zg_bs_4149493031_sccl_3/000-0000000-0000000?psc=1
"Here, There and Everywhere: Best-Loved Stories of Sudha Murty",https://www.amazon.in/Here-There-Everywhere-Best-Loved-Stories/dp/0143444344/ref=zg_bs_4149493031_sccl_4/000-0000000-0000000?psc=1,https://www.amazon.in/Here-There-Everywhere-Best-Loved-Stories/dp/0143444344/ref=zg_bs_4149493031_sccl_4/000-0000000-0000000?psc=1
The Light We Carry: Overcoming In Uncertain Times,https://www.amazon.in/Light-We-Carry-Overcoming-Uncertain/dp/0241621240/ref=zg_bs_4149493031_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Light-We-Carry-Overcoming-Uncertain/dp/0241621240/ref=zg_bs_4149493031_sccl_5/000-0000000-0000000?psc=1
The Unusual Billionaires,https://www.amazon.in/Unusual-Billionaires-Saurabh-Mukherjea/dp/0143426737/ref=zg_bs_4149493031_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/Unusual-Billionaires-Saurabh-Mukherjea/dp/0143426737/ref=zg_bs_4149493031_sccl_6/000-0000000-0000000?psc=1
Saraswati,https://www.amazon.in/Saraswati-SANJANA-KAPUR-ebook/dp/B06XXWYQFK/ref=zg_bs_4149493031_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Saraswati-Chitra-Katha-Sanjana-Kapur/dp/9350851202/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
Raja Raja Chola (Amar Chitra Katha),https://www.amazon.in/Raja-Chola-Amar-Chitra-Katha-ebook/dp/B06XN5BQ86/ref=zg_bs_4149493031_sccl_8/000-0000000-0000000?psc=1,https://www.amazon.in/Raja-Chola-Amar-Chitra-Katha/dp/8184822022/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
Sapiens: THE MULTI-MILLION COPY BESTSELLER,https://www.amazon.in/Sapiens-Humankind-Yuval-Noah-Harari-ebook/dp/B00K7ED54M/ref=zg_bs_4149493031_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/Sapiens-Humankind-Yuval-Noah-Harari/dp/0099590085/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
Why I am an Atheist and Other Works,https://www.amazon.in/Atheist-Other-Works-Bhagat-Singh/dp/9387022811/ref=zg_bs_4149493031_sccl_10/000-0000000-0000000?psc=1,https://www.amazon.in/Atheist-Other-Works-Bhagat-Singh/dp/9387022811/ref=zg_bs_4149493031_sccl_10/000-0000000-0000000?psc=1
Shoe Dog: A Memoir by the Creator of NIKE,https://www.amazon.in/Shoe-Dog-Memoir-Creator-NIKE/dp/1471146723/ref=zg_bs_4149493031_sccl_11/000-0000000-0000000?psc=1,https://www.amazon.in/Shoe-Dog-Memoir-Creator-NIKE/dp/1471146723/ref=zg_bs_4149493031_sccl_11/000-0000000-0000000?psc=1
Zero to Billions - The Zerodha Story: An inspiring story on how a startup disrupted the Indian Stock Market (Indian Unicorns),https://www.amazon.in/Zero-Billions-inspiring-disrupted-Unicorns-ebook/dp/B08XB79MTJ/ref=zg_bs_4149493031_sccl_12/000-0000000-0000000?psc=1,
TINKLE DOUBLE DIGEST 5,https://www.amazon.in/TINKLE-DOUBLE-DIGEST-ANANT-PAI-ebook/dp/B0758FRLRZ/ref=zg_bs_4149493031_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Tinkle-Double-Digest-No-5/dp/8184828586/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
The Republic,https://www.amazon.in/Republic-Plato/dp/8175993065/ref=zg_bs_4149493031_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Republic-Plato/dp/8175993065/ref=zg_bs_4149493031_sccl_14/000-0000000-0000000?psc=1
"My Inventions, Autobiography of Nikola Tesla",https://www.amazon.in/My-Inventions-Autobiography-Nikola-Tesla/dp/9354401473/ref=zg_bs_4149493031_sccl_15/000-0000000-0000000?psc=1,https://www.amazon.in/My-Inventions-Autobiography-Nikola-Tesla/dp/9354401473/ref=zg_bs_4149493031_sccl_15/000-0000000-0000000?psc=1
"Sapiens A Graphic History, Volume 1: The Birth of Humankind",https://www.amazon.in/Sapiens-Graphic-Novel-Yuval-Harari/dp/1787332810/ref=zg_bs_4149493031_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Sapiens-Graphic-Novel-Yuval-Harari/dp/1787332810/ref=zg_bs_4149493031_sccl_16/000-0000000-0000000?psc=1
Revolutionaries : The Other Story of How India Won Its Freedom,https://www.amazon.in/Revolutionaries-Other-Story-India-Freedom/dp/9356295948/ref=zg_bs_4149493031_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Revolutionaries-Other-Story-India-Freedom/dp/9356295948/ref=zg_bs_4149493031_sccl_17/000-0000000-0000000?psc=1
"Autobiography of a Yogi [Original Edition (Complete), PREMIUM PAPERBACK] ",https://www.amazon.in/Autobiography-Yogi-Paramahansa-Yogananda/dp/8129145367/ref=zg_bs_4149493031_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/Autobiography-Yogi-Paramahansa-Yogananda/dp/8129145367/ref=zg_bs_4149493031_sccl_18/000-0000000-0000000?psc=1
"Friends, Lovers and the Big Terrible Thing: 'A candid, darkly funny book' New York Times",https://www.amazon.in/Friends-Lovers-Big-Terrible-Thing/dp/1472295935/ref=zg_bs_4149493031_sccl_19/000-0000000-0000000?psc=1,https://www.amazon.in/Friends-Lovers-Big-Terrible-Thing/dp/1472295935/ref=zg_bs_4149493031_sccl_19/000-0000000-0000000?psc=1
The Origin of Species,https://www.amazon.in/Origin-Species-Charles-Darwin/dp/8172344880/ref=zg_bs_4149493031_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/Origin-Species-Charles-Darwin/dp/8172344880/ref=zg_bs_4149493031_sccl_20/000-0000000-0000000?psc=1
"NCC: Handbook of NCC Cadets for 'A', 'B' and 'C' Certificate Examinations",https://www.amazon.in/NCC-Handbook-Cadets-Certificate-Examinations/dp/9387918572/ref=zg_bs_4149493031_sccl_1/000-0000000-0000000?psc=1,https://www.amazon.in/NCC-Handbook-Cadets-Certificate-Examinations/dp/9387918572/ref=zg_bs_4149493031_sccl_1/000-0000000-0000000?psc=1
Anandamath (Hindi),https://www.amazon.in/Anandamath-HINDI-Bankimchandra-Chatterjee/dp/9389567475/ref=zg_bs_4149493031_sccl_2/000-0000000-0000000?psc=1,https://www.amazon.in/Anandamath-HINDI-Bankimchandra-Chatterjee/dp/9389567475/ref=zg_bs_4149493031_sccl_2/000-0000000-0000000?psc=1
Ambedkar's India,https://www.amazon.in/Ambedkars-India-B-R-Ambedkar/dp/9387022897/ref=zg_bs_4149493031_sccl_3/000-0000000-0000000?psc=1,https://www.amazon.in/Ambedkars-India-B-R-Ambedkar/dp/9387022897/ref=zg_bs_4149493031_sccl_3/000-0000000-0000000?psc=1
Chanakya Neeti,https://www.amazon.in/Chanakya-Neeti/dp/B07FXZ7RD2/ref=zg_bs_4149493031_sccl_4/000-0000000-0000000?psc=1,https://www.amazon.in/Chanakya-Neeti/dp/B07FXZ7RD2/ref=zg_bs_4149493031_sccl_4/000-0000000-0000000?psc=1
Make Your Bed: Feel grounded and think positive in 10 simple steps,https://www.amazon.in/Make-Your-Bed-William-McRaven/dp/0718188861/ref=zg_bs_4149493031_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Make-Your-Bed-William-McRaven/dp/0718188861/ref=zg_bs_4149493031_sccl_5/000-0000000-0000000?psc=1
I CAME UPON A LIGHTHOUSE: A Short Memoir of Life with Ratan Tata,https://www.amazon.in/CAME-UPON-LIGHTHOUSE-Short-Memoir/dp/935489741X/ref=zg_bs_4149493031_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/CAME-UPON-LIGHTHOUSE-Short-Memoir/dp/935489741X/ref=zg_bs_4149493031_sccl_6/000-0000000-0000000?psc=1
Inner Engineering/इनर इंजीनियरिंग : आनंदमय जीवन के सूत्र: A Yogi's Guide to Joy,https://www.amazon.in/Inner-Engineering-Hindi-Yogis-Guide/dp/014344624X/ref=zg_bs_4149493031_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Inner-Engineering-Hindi-Yogis-Guide/dp/014344624X/ref=zg_bs_4149493031_sccl_7/000-0000000-0000000?psc=1
Sultan : A Memoir,https://www.amazon.in/Sultan-Memoir-Wasim-Akram/dp/9356294623/ref=zg_bs_4149493031_sccl_8/000-0000000-0000000?psc=1,https://www.amazon.in/Sultan-Memoir-Wasim-Akram/dp/9356294623/ref=zg_bs_4149493031_sccl_8/000-0000000-0000000?psc=1
21 Lessons for the 21st Century,https://www.amazon.in/21-Lessons-21st-Century/dp/B07BVLQNRQ/ref=zg_bs_4149493031_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/21-Lessons-21st-Century/dp/B07BVLQNRQ/ref=zg_bs_4149493031_sccl_9/000-0000000-0000000?psc=1
Tales of Durga,https://www.amazon.in/Tales-Durga-SUBBA-RAO-ebook/dp/B06Y681DSN/ref=zg_bs_4149493031_sccl_10/000-0000000-0000000?psc=1,https://www.amazon.in/Tales-Durga-Amar-Chitra-Katha/dp/8189999354/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
21 Lessons for the 21st Century,https://www.amazon.in/Lessons-21st-Century-Yuval-Harari/dp/1784708283/ref=zg_bs_4149493031_sccl_11/000-0000000-0000000?psc=1,https://www.amazon.in/Lessons-21st-Century-Yuval-Harari/dp/1784708283/ref=zg_bs_4149493031_sccl_11/000-0000000-0000000?psc=1
Apprenticed to a Himalayan Master: A Yogi's Autobiography,https://www.amazon.in/Apprenticed-Himalayan-Master-Yogis-Autobiography/dp/0143458582/ref=zg_bs_4149493031_sccl_12/000-0000000-0000000?psc=1,https://www.amazon.in/Apprenticed-Himalayan-Master-Yogis-Autobiography/dp/0143458582/ref=zg_bs_4149493031_sccl_12/000-0000000-0000000?psc=1
"MANY LIVES, MANY MASTERS",https://www.amazon.in/Many-Lives-Masters-Prominent-Psychiatrist/dp/0749913789/ref=zg_bs_4149493031_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Many-Lives-Masters-Prominent-Psychiatrist/dp/0749913789/ref=zg_bs_4149493031_sccl_13/000-0000000-0000000?psc=1
Meditations (Penguin Classics),https://www.amazon.in/Meditations-Penguin-Classics-Marcus-Aurelius/dp/0140449337/ref=zg_bs_4149493031_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Meditations-Penguin-Classics-Marcus-Aurelius/dp/0140449337/ref=zg_bs_4149493031_sccl_14/000-0000000-0000000?psc=1
Mossad,https://www.amazon.in/Mossad-Michael-Bar-Zohar/dp/8184958455/ref=zg_bs_4149493031_sccl_15/000-0000000-0000000?psc=1,https://www.amazon.in/Mossad-Michael-Bar-Zohar/dp/8184958455/ref=zg_bs_4149493031_sccl_15/000-0000000-0000000?psc=1
The Last Heroes: Foot Soldiers of Indian Freedom,https://www.amazon.in/Last-Heroes-Soldiers-Indian-Freedom/dp/067009692X/ref=zg_bs_4149493031_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Last-Heroes-Soldiers-Indian-Freedom/dp/067009692X/ref=zg_bs_4149493031_sccl_16/000-0000000-0000000?psc=1
Becoming: The Sunday Times Number One Bestseller,https://www.amazon.in/Becoming-Sunday-Times-Number-Bestseller/dp/0241982979/ref=zg_bs_4149493031_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Becoming-Sunday-Times-Number-Bestseller/dp/0241982979/ref=zg_bs_4149493031_sccl_17/000-0000000-0000000?psc=1
