name,link,paperlink
Harry Potter and the Philosopher's Stone,https://www.amazon.in/Harry-Potter-Philosophers-Stone-Rowling-ebook/dp/B019PIOJYU/ref=zg_bs_1318158031_sccl_1/000-0000000-0000000?psc=1,https://www.amazon.in/Harry-Potter-Sorcerers-Stone-mm/dp/043936213X/ref=tmm_mmp_swatch_0?_encoding=UTF8&qid=&sr=
THE SILENT PATIENT,https://www.amazon.in/Silent-Patient-Alex-Michaelides/dp/1409181634/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1,https://www.amazon.in/Silent-Patient-Alex-Michaelides/dp/1409181634/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1
War of Lanka (Ram Chandra Series Book 4),https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/9356291527/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1,https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/9356291527/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1
என்னருகே நீயிருந்தால் (Tamil Edition),https://www.amazon.in/%E0%AE%8E%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AE%B0%E0%AF%81%E0%AE%95%E0%AF%87-%E0%AE%A8%E0%AF%80%E0%AE%AF%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%B2%E0%AF%8D-Tamil-Ammu-yoga-ebook/dp/B0BRGH93KJ/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1,
The Complete Novels of Sherlock Holmes,https://www.amazon.in/Complete-Novels-Sherlock-Holmes/dp/8175994312/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Complete-Novels-Sherlock-Holmes/dp/8175994312/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1
The Hidden Hindu,https://www.amazon.in/Hidden-Hindu-Akshat-Gupta/dp/0143455699/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/Hidden-Hindu-Akshat-Gupta/dp/0143455699/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1
"Samsara: Enter the Valley of the Gods (""India's answer to Harry Potter"")",https://www.amazon.in/Samsara-Valley-Indias-answer-Potter/dp/0143458280/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Samsara-Valley-Indias-answer-Potter/dp/0143458280/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1
"The Immortals of Meluha (Shiva Trilogy Book 1) (Shiva, 1)",https://www.amazon.in/Immortals-Meluha-Shiva-Trilogy-Book/dp/9356290520/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1,https://www.amazon.in/Immortals-Meluha-Shiva-Trilogy-Book/dp/9356290520/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1
Chip War: The Fight for the World's Most Critical Technology,https://www.amazon.in/Chip-War-Dominate-Critical-Technology/dp/1398504106/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/Chip-War-Dominate-Critical-Technology/dp/1398504106/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1
Murder in Tuscany: The start of a BRAND NEW cozy mystery series from bestseller T A Williams (An Armstrong and Oscar Cozy Mys,https://www.amazon.in/Murder-Tuscany-bestseller-Williams-Armstrong-ebook/dp/B0B6TS7KRX/ref=zg_bs_1318158031_sccl_10/000-0000000-0000000?psc=1,https://www.amazon.in/Murder-Tuscany-bestseller-Williams-Armstrong/dp/1804832227/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
War Of Lanka (Ram Chandra Series Book 4),https://www.amazon.in/War-Lanka-Ram-Chandra-Book-ebook/dp/B0B7J9THC7/ref=zg_bs_1318158031_sccl_11/000-0000000-0000000?psc=1,https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/9356291527/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
The Secret Garden,https://www.amazon.in/Secret-Garden-Frances-Hodgson-Burnett/dp/9386538997/ref=zg_bs_1318158031_sccl_12/000-0000000-0000000?psc=1,https://www.amazon.in/Secret-Garden-Frances-Hodgson-Burnett/dp/9386538997/ref=zg_bs_1318158031_sccl_12/000-0000000-0000000?psc=1
Something I Never Told You,https://www.amazon.in/Something-I-Never-Told-You/dp/0143445901/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Something-I-Never-Told-You/dp/0143445901/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1
Harry Potter and the Goblet of Fire,https://www.amazon.in/Harry-Potter-Goblet-Fire-Rowling-ebook/dp/B019PIOJWW/ref=zg_bs_1318158031_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Harry-Potter-Goblet-Fire-Rowling/dp/1408812800/ref=tmm_mmp_swatch_0?_encoding=UTF8&qid=&sr=
Harry Potter and the Chamber of Secrets,https://www.amazon.in/Harry-Potter-Chamber-Secrets-Rowling-ebook/dp/B019PIOJY0/ref=zg_bs_1318158031_sccl_15/000-0000000-0000000?psc=1,https://www.amazon.in/Harry-Potter-Chamber-Secrets-Movie/dp/0747562180/ref=tmm_mmp_swatch_0?_encoding=UTF8&qid=&sr=
The Immortals of Meluha,https://www.amazon.in/Audible-The-Immortals-of-Meluha/dp/B0BKCD5YSY/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Audible-The-Immortals-of-Meluha/dp/B0BKCD5YSY/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1
"The Oath of The Vayuputras (Shiva Trilogy Book 3) (Shiva, 3)",https://www.amazon.in/Oath-Vayuputras-Shiva-Trilogy-Book/dp/9356290687/ref=zg_bs_1318158031_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Oath-Vayuputras-Shiva-Trilogy-Book/dp/9356290687/ref=zg_bs_1318158031_sccl_17/000-0000000-0000000?psc=1
"Energize Your Mind: Learn the Art of Mastering Your Thoughts, Feelings and Emotions",https://www.amazon.in/Energize-Your-Mind-Mastering-Thoughts/dp/B0BNNJYN32/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/Energize-Your-Mind-Mastering-Thoughts/dp/B0BNNJYN32/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1
"The Secret of The Nagas (Shiva Trilogy Book 2) (Shiva, 2)",https://www.amazon.in/Secret-Nagas-Shiva-Trilogy-Book/dp/9356290601/ref=zg_bs_1318158031_sccl_19/000-0000000-0000000?psc=1,https://www.amazon.in/Secret-Nagas-Shiva-Trilogy-Book/dp/9356290601/ref=zg_bs_1318158031_sccl_19/000-0000000-0000000?psc=1
Raavan : Enemy of Aryavarta (Ram Chandra Series Book 3),https://www.amazon.in/Raavan-Enemy-Aryavarta-Chandra-Book/dp/9356290970/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/Raavan-Enemy-Aryavarta-Chandra-Book/dp/9356290970/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1
Harry Potter and the Prisoner of Azkaban,https://www.amazon.in/Harry-Potter-Prisoner-Azkaban-Rowling-ebook/dp/B019PIOJZ4/ref=zg_bs_1318158031_sccl_21/000-0000000-0000000?psc=1,https://www.amazon.in/Harry-Potter-Prisoner-Azkaban-Adult/dp/1551927047/ref=tmm_mmp_swatch_0?_encoding=UTF8&qid=&sr=
The Hidden Hindu 2,https://www.amazon.in/Hidden-Hindu-2-Akshat-Gupta/dp/0143456547/ref=zg_bs_1318158031_sccl_22/000-0000000-0000000?psc=1,https://www.amazon.in/Hidden-Hindu-2-Akshat-Gupta/dp/0143456547/ref=zg_bs_1318158031_sccl_22/000-0000000-0000000?psc=1
"War of Lanka: Ram Chandra, Book 4",https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/B0BGYM67YR/ref=zg_bs_1318158031_sccl_23/000-0000000-0000000?psc=1,https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/B0BGYM67YR/ref=zg_bs_1318158031_sccl_23/000-0000000-0000000?psc=1
Harry Potter and the Order of the Phoenix,https://www.amazon.in/Harry-Potter-Order-Phoenix-Rowling-ebook/dp/B019PIOJV8/ref=zg_bs_1318158031_sccl_24/000-0000000-0000000?psc=1,https://www.amazon.in/Harry-Potter-Order-Phoenix/dp/1408855690/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
Legend of Suheldev : The King Who Saved India,https://www.amazon.in/Legend-Suheldev-King-Saved-India/dp/9356291039/ref=zg_bs_1318158031_sccl_25/000-0000000-0000000?psc=1,https://www.amazon.in/Legend-Suheldev-King-Saved-India/dp/9356291039/ref=zg_bs_1318158031_sccl_25/000-0000000-0000000?psc=1
"Sita : Warrior of Mithila (Ram Chandra Series Book 2) (Ram Chandra, 2)",https://www.amazon.in/Sita-Warrior-Mithila-Chandra-Book/dp/9356290911/ref=zg_bs_1318158031_sccl_26/000-0000000-0000000?psc=1,https://www.amazon.in/Sita-Warrior-Mithila-Chandra-Book/dp/9356290911/ref=zg_bs_1318158031_sccl_26/000-0000000-0000000?psc=1
"Ram - Scion of Ikshvaku (Ram Chandra Series Book 1) (Ram Chandra, 1)",https://www.amazon.in/Ram-Scion-Ikshvaku-Chandra-Book/dp/9356290792/ref=zg_bs_1318158031_sccl_27/000-0000000-0000000?psc=1,https://www.amazon.in/Ram-Scion-Ikshvaku-Chandra-Book/dp/9356290792/ref=zg_bs_1318158031_sccl_27/000-0000000-0000000?psc=1
Where the Sun Never Sets (Signed by the author),https://www.amazon.in/Where-Never-Sets-Signed-author/dp/014345367X/ref=zg_bs_1318158031_sccl_28/000-0000000-0000000?psc=1,https://www.amazon.in/Where-Never-Sets-Signed-author/dp/014345367X/ref=zg_bs_1318158031_sccl_28/000-0000000-0000000?psc=1
Harry Potter and the Half-Blood Prince,https://www.amazon.in/Harry-Potter-Half-Blood-Prince-Rowling-ebook/dp/B019PIOJZE/ref=zg_bs_1318158031_sccl_29/000-0000000-0000000?psc=1,https://www.amazon.in/Harry-Potter-Half-Blood-Prince/dp/1408855704/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
The Forest of Enchantments,https://www.amazon.in/Forest-Enchantments-Chitra-Banerjee-Divakaruni/dp/9353573572/ref=zg_bs_1318158031_sccl_30/000-0000000-0000000?psc=1,https://www.amazon.in/Forest-Enchantments-Chitra-Banerjee-Divakaruni/dp/9353573572/ref=zg_bs_1318158031_sccl_30/000-0000000-0000000?psc=1
Harry Potter and the Deathly Hallows,https://www.amazon.in/Harry-Potter-Deathly-Hallows-Rowling-ebook/dp/B019PIOJVI/ref=zg_bs_1318158031_sccl_1/000-0000000-0000000?psc=1,https://www.amazon.in/Harry-Potter-Deathly-Hallows/dp/1408855712/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
Maalai Pozhuthin Mayakkathile (Tamil Edition),https://www.amazon.in/Maalai-Pozhuthin-Mayakkathile-Tamil-Murali-ebook/dp/B0BNNZ91H7/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1,
The Secret of the Nagas,https://www.amazon.in/The-Secret-of-the-Nagas/dp/B0BP4491PG/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1,https://www.amazon.in/The-Secret-of-the-Nagas/dp/B0BP4491PG/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1
Cinema Speculation,https://www.amazon.in/QT-Non-fiction-Quentin-Tarantino/dp/1474624227/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1,https://www.amazon.in/QT-Non-fiction-Quentin-Tarantino/dp/1474624227/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1
SHANTARAM,https://www.amazon.in/Shantaram-Gregory-David-Roberts/dp/0349117543/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Shantaram-Gregory-David-Roberts/dp/0349117543/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1
உனது விழிகளின் வழியே எனது தேடல்..! (Tamil Edition),https://www.amazon.in/%E0%AE%89%E0%AE%A9%E0%AE%A4%E0%AF%81-%E0%AE%B5%E0%AE%BF%E0%AE%B4%E0%AE%BF%E0%AE%95%E0%AE%B3%E0%AE%BF%E0%AE%A9%E0%AF%8D-%E0%AE%B5%E0%AE%B4%E0%AE%BF%E0%AE%AF%E0%AF%87-%E0%AE%A4%E0%AF%87%E0%AE%9F%E0%AE%B2%E0%AF%8D-Tamil-ebook/dp/B0BG3H5SV6/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1,
SIX OF CROWS: CROOKED KINGDOM (B PB),https://www.amazon.in/Six-Crows-Crooked-Kingdom-Book/dp/1780622317/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Six-Crows-Crooked-Kingdom-Book/dp/1780622317/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1
Project Hail Mary: From the bestselling author of The Martian,https://www.amazon.in/Project-Hail-Mary-bestselling-Martian/dp/1529100623/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1,https://www.amazon.in/Project-Hail-Mary-bestselling-Martian/dp/1529100623/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1
The Nine Unknown (Mint Editions),https://www.amazon.in/Nine-Mint-Editions-Talbot-Mundy/dp/1513280791/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/Nine-Mint-Editions-Talbot-Mundy/dp/1513280791/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1
தீயில் தென்றலாய் உறவிதுவோ: theeyil thendralaai uravithuvo (Tamil Edition),https://www.amazon.in/%E0%AE%A4%E0%AF%80%E0%AE%AF%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%A4%E0%AF%86%E0%AE%A9%E0%AF%8D%E0%AE%B1%E0%AE%B2%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%89%E0%AE%B1%E0%AE%B5%E0%AE%BF%E0%AE%A4%E0%AF%81%E0%AE%B5%E0%AF%8B-thendralaai-uravithuvo-ebook/dp/B0BKT9FVNZ/ref=zg_bs_1318158031_sccl_10/000-0000000-0000000?psc=1,
THE BOOK OF ICHIGO ICHIE,https://www.amazon.in/Book-Ichigo-Ichie-Making-Japanese/dp/1529401291/ref=zg_bs_1318158031_sccl_11/000-0000000-0000000?psc=1,https://www.amazon.in/Book-Ichigo-Ichie-Making-Japanese/dp/1529401291/ref=zg_bs_1318158031_sccl_11/000-0000000-0000000?psc=1
Indistractable: How to Control Your Attention and Choose Your Life,https://www.amazon.in/Indistractable-Control-Your-Attention-Choose/dp/1526625334/ref=zg_bs_1318158031_sccl_12/000-0000000-0000000?psc=1,https://www.amazon.in/Indistractable-Control-Your-Attention-Choose/dp/1526625334/ref=zg_bs_1318158031_sccl_12/000-0000000-0000000?psc=1
"The Oath of the Vayuputras (English): Shiva Trilogy, Book 3",https://www.amazon.in/Oath-Vayuputras-English-Shiva-Trilogy/dp/B0BQL6PFXX/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Oath-Vayuputras-English-Shiva-Trilogy/dp/B0BQL6PFXX/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1
The Magicians of Mazda Paperback – 21 May 2022,https://www.amazon.in/Magicians-Mazda-Bharat-7/dp/9354899080/ref=zg_bs_1318158031_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Magicians-Mazda-Bharat-7/dp/9354899080/ref=zg_bs_1318158031_sccl_14/000-0000000-0000000?psc=1
A Song of Ice and Fire : Fire and Blood (The inspiration for HBO’s House of the Dragon TV tie-in edition): The inspiration fo,https://www.amazon.in/Song-Ice-Fire-inspiration-tie/dp/0008587655/ref=zg_bs_1318158031_sccl_15/000-0000000-0000000?psc=1,https://www.amazon.in/Song-Ice-Fire-inspiration-tie/dp/0008587655/ref=zg_bs_1318158031_sccl_15/000-0000000-0000000?psc=1
"Spy X Family, Vol. 6, Volume 6",https://www.amazon.in/Spy-Family-Vol-Tatsuya-Endo/dp/1974725138/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Spy-Family-Vol-Tatsuya-Endo/dp/1974725138/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1
Energize your mind new edition book englis,https://www.amazon.in/Energize-your-mind-book-englis/dp/B0BRDD4BX2/ref=zg_bs_1318158031_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Energize-your-mind-book-englis/dp/B0BRDD4BX2/ref=zg_bs_1318158031_sccl_17/000-0000000-0000000?psc=1
"No Plan B: The unputdownable new 2022 Jack Reacher thriller from the No.1 bestselling authors (Jack Reacher, 27)",https://www.amazon.in/No-Plan-Jack-Reacher-27/dp/1787633764/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/No-Plan-Jack-Reacher-27/dp/1787633764/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1
கொள்ளையடித்தவள் நீயடி (Tamil Edition),https://www.amazon.in/%E0%AE%95%E0%AF%8A%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AF%88%E0%AE%AF%E0%AE%9F%E0%AE%BF%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%B5%E0%AE%B3%E0%AF%8D-%E0%AE%A8%E0%AF%80%E0%AE%AF%E0%AE%9F%E0%AE%BF-Tamil-%E0%AE%A4%E0%AF%87%E0%AE%A9%E0%AF%8D-%E0%AE%A8%E0%AE%BF%E0%AE%B2%E0%AE%BE-ebook/dp/B0BMGVCCW9/ref=zg_bs_1318158031_sccl_19/000-0000000-0000000?psc=1,
Lessons in Chemistry: The No. 1 Sunday Times bestseller and BBC Between the Covers Book Club pick,https://www.amazon.in/Lessons-Chemistry-Debut-Bonnie-Garmus/dp/0857528130/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/Lessons-Chemistry-Debut-Bonnie-Garmus/dp/0857528130/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1
"The Krishna Key, Bharat Series 3",https://www.amazon.in/Krishna-Key-Bharat-3/dp/9356292396/ref=zg_bs_1318158031_sccl_1/000-0000000-0000000?psc=1,https://www.amazon.in/Krishna-Key-Bharat-3/dp/9356292396/ref=zg_bs_1318158031_sccl_1/000-0000000-0000000?psc=1
Heart of Darkness,https://www.amazon.in/Heart-Darkness-Joseph-Conrad/dp/9386538687/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1,https://www.amazon.in/Heart-Darkness-Joseph-Conrad/dp/9386538687/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1
No Plan B: The unputdownable new 2022 Jack Reacher thriller from the No.1 bestselling authors,https://www.amazon.in/No-Plan-Jack-Reacher-Book-ebook/dp/B09PZTSSVF/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1,https://www.amazon.in/No-Plan-Jack-Reacher-27/dp/1787633764/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
"The Rozabal Line, Bharat Series 1",https://www.amazon.in/Rozabal-Line-Bharat-1/dp/9356291934/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1,https://www.amazon.in/Rozabal-Line-Bharat-1/dp/9356291934/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1
"The Sleepover: The BRAND NEW unputdownable, page-turning psychological thriller from bestseller Keri Beevis",https://www.amazon.in/Sleepover-unputdownable-page-turning-psychological-bestseller-ebook/dp/B0B2J7RVK1/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Sleepover-unputdownable-page-turning-psychological-bestseller/dp/1804151238/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
The Adventures of Tom Sawyer,https://www.amazon.in/Adventures-Tom-Sawyer-Mark-Twain/dp/8175992913/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/Adventures-Tom-Sawyer-Mark-Twain/dp/8175992913/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1
The Nine Unknown,https://www.amazon.in/Nine-Talbot-Mundy-ebook/dp/B08GGCGHJK/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Nine-Mint-Editions-Talbot-Mundy/dp/1513280791/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
"A Thousand Kisses Deep: A Romance Thriller Fiction Novel that revolves around Mystery & Suspense in Love, Life & Fate | Seque",https://www.amazon.in/Thousand-Kisses-Deep-Thriller-revolves/dp/014345823X/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1,https://www.amazon.in/Thousand-Kisses-Deep-Thriller-revolves/dp/014345823X/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1
Haunting Adeline,https://www.amazon.in/Haunting-Adeline-H-D-Carlton/dp/1957635002/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/Haunting-Adeline-H-D-Carlton/dp/1957635002/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1
The Nine Unknown (Mint Editions),https://www.amazon.in/Nine-Mint-Editions-Talbot-Mundy/dp/1513206079/ref=zg_bs_1318158031_sccl_10/000-0000000-0000000?psc=1,https://www.amazon.in/Nine-Mint-Editions-Talbot-Mundy/dp/1513206079/ref=zg_bs_1318158031_sccl_10/000-0000000-0000000?psc=1
THE FINE PRINT: the TikTok sensation! Meet the Dreamland Billionaires...,https://www.amazon.in/Fine-Print-sensation-Dreamland-Billionaires/dp/0349433445/ref=zg_bs_1318158031_sccl_11/000-0000000-0000000?psc=1,https://www.amazon.in/Fine-Print-sensation-Dreamland-Billionaires/dp/0349433445/ref=zg_bs_1318158031_sccl_11/000-0000000-0000000?psc=1
Hogwarts: An Incomplete and Unreliable Guide (Kindle Single) (Pottermore Presents Book 3),https://www.amazon.in/Hogwarts-Incomplete-Unreliable-Pottermore-Presents-ebook/dp/B01JLXET7G/ref=zg_bs_1318158031_sccl_12/000-0000000-0000000?psc=1,
"Chanakya's Chant, Bharat Series 2",https://www.amazon.in/Chanakyas-Chant-Bharat-Ashwin-Sanghi/dp/9356292272/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Chanakyas-Chant-Bharat-Ashwin-Sanghi/dp/9356292272/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1
SIX OF CROWS: CROOKED KINGDOM(COLLECTOR'S EDITION),https://www.amazon.in/Crooked-Kingdom-Collectors-Six-Crows/dp/1510107037/ref=zg_bs_1318158031_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Crooked-Kingdom-Collectors-Six-Crows/dp/1510107037/ref=zg_bs_1318158031_sccl_14/000-0000000-0000000?psc=1
The Ink Black Heart: The Number One international bestseller (Strike 6),https://www.amazon.in/Ink-Black-Heart-Robert-Galbraith-ebook/dp/B09QKMT5W6/ref=zg_bs_1318158031_sccl_15/000-0000000-0000000?psc=1,https://www.amazon.in/Ink-Black-Heart-Robert-Galbraith/dp/0751584185/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
"Demon Slayer: Kimetsu No Yaiba, Vol. 13",https://www.amazon.in/Demon-Slayer-Kimetsu-Yaiba-Vol/dp/1974711137/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Demon-Slayer-Kimetsu-Yaiba-Vol/dp/1974711137/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1
The Immortals Of Meluha (Shiva Trilogy Book 1),https://www.amazon.in/Immortals-Meluha-Shiva-Trilogy-Book-ebook/dp/B0B74V1M24/ref=zg_bs_1318158031_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Immortals-Meluha-Shiva-Trilogy/dp/9380658745/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=
The Ink Black Heart: The Number One international bestseller (Strike 6),https://www.amazon.in/Ink-Black-Heart-Robert-Galbraith/dp/0751584185/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/Ink-Black-Heart-Robert-Galbraith/dp/0751584185/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1
Robinson Crusoe,https://www.amazon.in/Robinson-Crusoe-Daniel-Defoe/dp/8175994673/ref=zg_bs_1318158031_sccl_19/000-0000000-0000000?psc=1,https://www.amazon.in/Robinson-Crusoe-Daniel-Defoe/dp/8175994673/ref=zg_bs_1318158031_sccl_19/000-0000000-0000000?psc=1
"Think & Trade Like a Champion: The Secrets, Rules & Blunt Truths of a Stock Market Wizard [Hardcover] Mark Minervini",https://www.amazon.in/Think-Trade-Like-Champion-Secrets/dp/0996307931/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/Think-Trade-Like-Champion-Secrets/dp/0996307931/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1
Gullivers Travels,https://www.amazon.in/Gullivers-Travels-Jonathan-Swift/dp/8175993251/ref=zg_bs_1318158031_sccl_21/000-0000000-0000000?psc=1,https://www.amazon.in/Gullivers-Travels-Jonathan-Swift/dp/8175993251/ref=zg_bs_1318158031_sccl_21/000-0000000-0000000?psc=1
Midnight's Children,https://www.amazon.in/Midnights-Children-Salman-Rushdie/dp/0099582074/ref=zg_bs_1318158031_sccl_22/000-0000000-0000000?psc=1,https://www.amazon.in/Midnights-Children-Salman-Rushdie/dp/0099582074/ref=zg_bs_1318158031_sccl_22/000-0000000-0000000?psc=1
Ram-Ikshvaku Ke Vanshaj [Descendants of Rama-Ikshvaku],https://www.amazon.in/Ram-Ikshvaku-Ke-Vanshaj-Descendants-Rama-Ikshvaku/dp/B0BBST23X4/ref=zg_bs_1318158031_sccl_23/000-0000000-0000000?psc=1,https://www.amazon.in/Ram-Ikshvaku-Ke-Vanshaj-Descendants-Rama-Ikshvaku/dp/B0BBST23X4/ref=zg_bs_1318158031_sccl_23/000-0000000-0000000?psc=1
The Stationery Shop of Tehran,https://www.amazon.in/Stationery-Shop-Tehran-Marjan-Kamali/dp/147118501X/ref=zg_bs_1318158031_sccl_24/000-0000000-0000000?psc=1,https://www.amazon.in/Stationery-Shop-Tehran-Marjan-Kamali/dp/147118501X/ref=zg_bs_1318158031_sccl_24/000-0000000-0000000?psc=1
The Wind In The Willows,https://www.amazon.in/Wind-Willows-Kenneth-Grahame/dp/9389432456/ref=zg_bs_1318158031_sccl_25/000-0000000-0000000?psc=1,https://www.amazon.in/Wind-Willows-Kenneth-Grahame/dp/9389432456/ref=zg_bs_1318158031_sccl_25/000-0000000-0000000?psc=1
Stolen Focus: Why You Can't Pay Attention,https://www.amazon.in/Stolen-Focus-Why-Cant-Attention/dp/1526654016/ref=zg_bs_1318158031_sccl_26/000-0000000-0000000?psc=1,https://www.amazon.in/Stolen-Focus-Why-Cant-Attention/dp/1526654016/ref=zg_bs_1318158031_sccl_26/000-0000000-0000000?psc=1
Oliver Twist,https://www.amazon.in/OLIVER-TWIST-Charles-Dickens/dp/8175993707/ref=zg_bs_1318158031_sccl_27/000-0000000-0000000?psc=1,https://www.amazon.in/OLIVER-TWIST-Charles-Dickens/dp/8175993707/ref=zg_bs_1318158031_sccl_27/000-0000000-0000000?psc=1
