name,link,genres,image,rank,author,author_link,ratings,counts,reviews
Sapiens: A Brief History of Humankind,https://www.amazon.in/Sapiens-Humankind-Yuval-Noah-Harari/dp/0099590085/ref=zg_bs_1318216031_sccl_13/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/713jIoMO3UL._AC_UL300_SR300,200_.jpg",13,Yuval Noah Harari,https://www.amazon.in/Yuval-Noah-Harari/e/B00J21BCIW/ref=zg_bs_1318216031_bl_sccl_13/000-0000000-0000000,4.7 out of 5 stars,"52,538",https://www.amazon.in/product-reviews/0099590085/ref=zg_bs_1318216031_cr_sccl_13/000-0000000-0000000
"The Power of Your Subconscious Mind (PREMIUM PAPERBACK, PENGUIN INDIA)",https://www.amazon.in/Power-Subconscious-Premium-Paperback-Penguin/dp/0143453602/ref=zg_bs_1318216031_sccl_14/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/51DlDekQ5-L._AC_UL300_SR300,200_.jpg",14,Joseph Murphy,https://www.amazon.in/Joseph-Murphy/e/B001HCYPOC/ref=zg_bs_1318216031_bl_sccl_14/000-0000000-0000000,4.5 out of 5 stars,"3,849",https://www.amazon.in/product-reviews/0143453602/ref=zg_bs_1318216031_cr_sccl_14/000-0000000-0000000
Word Power Made Easy | Over a million copies sold Worldwide | With Self Assessment Activities | Ideal For IELTS & TOEFL Prepa,https://www.amazon.in/Word-Power-Made-Norman-Lewis/dp/0143424688/ref=zg_bs_1318216031_sccl_15/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/61VGiTNVh7L._AC_UL300_SR300,200_.jpg",15,Norman Lewis,https://www.amazon.in/Norman-Lewis/e/B000APT9WU/ref=zg_bs_1318216031_bl_sccl_15/000-0000000-0000000,4.4 out of 5 stars,"45,197",https://www.amazon.in/product-reviews/0143424688/ref=zg_bs_1318216031_cr_sccl_15/000-0000000-0000000
THE 48 LAWS OF POWER,https://www.amazon.in/Laws-Power-Robert-Greene-Collection/dp/1861972784/ref=zg_bs_1318216031_sccl_16/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/411yaMigwbL._AC_UL300_SR300,200_.jpg",16,Robert Greene,https://www.amazon.in/Robert-Greene/e/B001IGV3IS/ref=zg_bs_1318216031_bl_sccl_16/000-0000000-0000000,4.6 out of 5 stars,"12,926",https://www.amazon.in/product-reviews/1861972784/ref=zg_bs_1318216031_cr_sccl_16/000-0000000-0000000
CBSE All In One Science Class 10 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),https://www.amazon.in/Science-2022-23-latest-Syllabus-issued/dp/9326196860/ref=zg_bs_1318216031_sccl_17/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/717+jWSjTUL._AC_UL300_SR300,200_.jpg",17,"Rashmi Gupta Sonal Singh ,Ruchi Kapoor,Imran Ahmad , Sanubai",,4.4 out of 5 stars,"1,225",https://www.amazon.in/product-reviews/9326196860/ref=zg_bs_1318216031_cr_sccl_17/000-0000000-0000000
Think Like a Monk: The secret of how to harness the power of positivity and be happy now,https://www.amazon.in/Think-Like-Monk-Jay-Shetty/dp/0008386595/ref=zg_bs_1318216031_sccl_18/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81s6DUyQCZL._AC_UL300_SR300,200_.jpg",18,Jay Shetty,https://www.amazon.in/Jay-Shetty/e/B07YSRPXRD/ref=zg_bs_1318216031_bl_sccl_18/000-0000000-0000000,4.6 out of 5 stars,"25,800",https://www.amazon.in/product-reviews/0008386595/ref=zg_bs_1318216031_cr_sccl_18/000-0000000-0000000
The Bhagwat Gita : Symphony of the Spirit (Hindi),https://www.amazon.in/Bhagwat-Gita-Hindi-Symphony-Spirit/dp/8172345453/ref=zg_bs_1318216031_sccl_19/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81jj54IP54L._AC_UL300_SR300,200_.jpg",19,RR Varma,,4.5 out of 5 stars,"1,227",https://www.amazon.in/product-reviews/8172345453/ref=zg_bs_1318216031_cr_sccl_19/000-0000000-0000000
1984,https://www.amazon.in/1984-George-Orwell/dp/9389053730/ref=zg_bs_1318216031_sccl_20/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81fcLJo+FNL._AC_UL300_SR300,200_.jpg",20,George Orwell,https://www.amazon.in/George-Orwell/e/B000AQ0KKY/ref=zg_bs_1318216031_bl_sccl_20/000-0000000-0000000,4.5 out of 5 stars,"83,918",https://www.amazon.in/product-reviews/9389053730/ref=zg_bs_1318216031_cr_sccl_20/000-0000000-0000000
The Art of War,https://www.amazon.in/Art-War-Sun-Tzu/dp/8172345240/ref=zg_bs_1318216031_sccl_21/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/71H9cA7MvxS._AC_UL300_SR300,200_.jpg",21,Sun Tzu,https://www.amazon.in/Sun-Tzu/e/B001IGOJRK/ref=zg_bs_1318216031_bl_sccl_21/000-0000000-0000000,4.3 out of 5 stars,"10,693",https://www.amazon.in/product-reviews/8172345240/ref=zg_bs_1318216031_cr_sccl_21/000-0000000-0000000
Start With Why: The Inspiring Million-Copy Bestseller That Will Help You Find Your Purpose,https://www.amazon.in/Start-Why-Leaders-Inspire-Everyone/dp/0241958229/ref=zg_bs_1318216031_sccl_22/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/71jW2qrp+SL._AC_UL300_SR300,200_.jpg",22,Simon Sinek,https://www.amazon.in/Simon-Sinek/e/B002CB2SDC/ref=zg_bs_1318216031_bl_sccl_22/000-0000000-0000000,4.5 out of 5 stars,"13,993",https://www.amazon.in/product-reviews/0241958229/ref=zg_bs_1318216031_cr_sccl_22/000-0000000-0000000
CBSE All In One English Language & Literature Class 10 2022-23 Edition,https://www.amazon.in/English-Language-Literature-Class-2022-23/dp/9326196895/ref=zg_bs_1318216031_sccl_23/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/71YxnXzPeYL._AC_UL300_SR300,200_.jpg",23,Vaishali Jaiswal Dolly Jain,,4.4 out of 5 stars,390,https://www.amazon.in/product-reviews/9326196895/ref=zg_bs_1318216031_cr_sccl_23/000-0000000-0000000
Sapiens,https://www.amazon.in/Sapiens/dp/B079C1B3H6/ref=zg_bs_1318216031_sccl_24/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81EOCTUSCLL._AC_UL300_SR300,200_.jpg",24,Yuval Noah Harari,,4.7 out of 5 stars,"52,538",https://www.amazon.in/product-reviews/B079C1B3H6/ref=zg_bs_1318216031_cr_sccl_24/000-0000000-0000000
"Kitne Ghazi Aaye, Kitne Ghazi Gaye (Copies Signed by the Author)",https://www.amazon.in/Kitne-Ghazi-Copies-Signed-Author/dp/0670097055/ref=zg_bs_1318216031_sccl_25/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/818-zrn4yhL._AC_UL300_SR300,200_.jpg",25,Lt Gen KJS 'Tiny' Dhillon,,,,
Educart CBSE Class 10 HINDI B Sample Papers 2023 (With Detailed Explanation and New Pattern Questions 2022-23),https://www.amazon.in/Educart-Detailed-Explanation-Pattern-Questions/dp/9355617607/ref=zg_bs_1318216031_sccl_26/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/61yK2b8KsOL._AC_UL300_SR300,200_.jpg",26,Educart,https://www.amazon.in/Educart/e/B08H5D29GR/ref=zg_bs_1318216031_bl_sccl_26/000-0000000-0000000,4.6 out of 5 stars,21,https://www.amazon.in/product-reviews/9355617607/ref=zg_bs_1318216031_cr_sccl_26/000-0000000-0000000
CBSE All In One English Core Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),https://www.amazon.in/English-2022-23-latest-Syllabus-issued/dp/932619650X/ref=zg_bs_1318216031_sccl_27/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81Yy+Dv82JL._AC_UL300_SR300,200_.jpg",27,Manasi Balani Srishti Agarwal,,4.3 out of 5 stars,234,https://www.amazon.in/product-reviews/932619650X/ref=zg_bs_1318216031_cr_sccl_27/000-0000000-0000000
How to Avoid Loss and Earn Consistently in the Stock Market: An Easy-To-Understand and Practical Guide for Every Investor,https://www.amazon.in/Avoid-Consistently-Stock-Market-Understand-ebook/dp/B076MKJV6Y/ref=zg_bs_1318216031_sccl_28/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81kIn5lxbaL._AC_UL300_SR300,200_.jpg",28,Prasenjit Paul,https://www.amazon.in/Prasenjit-Paul/e/B0128CS9XC/ref=zg_bs_1318216031_bl_sccl_28/000-0000000-0000000,4.4 out of 5 stars,"4,537",https://www.amazon.in/product-reviews/B076MKJV6Y/ref=zg_bs_1318216031_cr_sccl_28/000-0000000-0000000
"Thinking, Fast and Slow",https://www.amazon.in/Thinking-Fast-and-Slow/dp/B079X5LVHP/ref=zg_bs_1318216031_sccl_29/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/71N-KpujgDL._AC_UL300_SR300,200_.jpg",29,Daniel Kahneman,,4.5 out of 5 stars,"18,754",https://www.amazon.in/product-reviews/B079X5LVHP/ref=zg_bs_1318216031_cr_sccl_29/000-0000000-0000000
Grandparents' Bag of Stories,https://www.amazon.in/Grandparents-Bag-Stories-Sudha-Murty/dp/0143451847/ref=zg_bs_1318216031_sccl_30/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/818mZjcEJ4L._AC_UL300_SR300,200_.jpg",30,Sudha Murty,,4.7 out of 5 stars,"4,150",https://www.amazon.in/product-reviews/0143451847/ref=zg_bs_1318216031_cr_sccl_30/000-0000000-0000000
MINDSET (REVISED AND UPDATED),https://www.amazon.in/Mindset-Changing-think-Fulfil-Potential/dp/1780332009/ref=zg_bs_1318216031_sccl_1/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/51Sml2vtu7L._AC_UL300_SR300,200_.jpg",31,Carol Dweck,,4.5 out of 5 stars,"11,631",https://www.amazon.in/product-reviews/1780332009/ref=zg_bs_1318216031_cr_sccl_1/000-0000000-0000000
HOW I TOPPED THE UPSC AND HOW YOU CAN TOO : What It Really Takes to Crack the World’s Toughest Exam,https://www.amazon.in/HOW-TOPPED-UPSC-YOU-CAN/dp/9393986541/ref=zg_bs_1318216031_sccl_2/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/719dJm0kg-L._AC_UL300_SR300,200_.jpg",32,Gamini Singla,https://www.amazon.in/Gamini-Singla/e/B0BQ6PJHTD/ref=zg_bs_1318216031_bl_sccl_2/000-0000000-0000000,4.6 out of 5 stars,43,https://www.amazon.in/product-reviews/9393986541/ref=zg_bs_1318216031_cr_sccl_2/000-0000000-0000000
Introducing Psychology: A Graphic Guide (Graphic Guides),https://www.amazon.in/Introducing-Psychology-Graphic-Guide-ebook/dp/B00ZCKBYKS/ref=zg_bs_1318216031_sccl_3/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81C5-LxD9OL._AC_UL300_SR300,200_.jpg",33,Nigel Benson,,4.3 out of 5 stars,579,https://www.amazon.in/product-reviews/B00ZCKBYKS/ref=zg_bs_1318216031_cr_sccl_3/000-0000000-0000000
"The Courage to Be Disliked : How to Free Yourself, Change Your Life and Achieve Real Happiness",https://www.amazon.in/Courage-Be-Disliked-Yourself-Happiness/dp/B079MBMBJK/ref=zg_bs_1318216031_sccl_4/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/91saE5NvxTL._AC_UL300_SR300,200_.jpg",34,Fumitake Koga,,4.6 out of 5 stars,"6,752",https://www.amazon.in/product-reviews/B079MBMBJK/ref=zg_bs_1318216031_cr_sccl_4/000-0000000-0000000
Why Has Nobody Told Me This Before?: The No 1 Sunday Times bestseller,https://www.amazon.in/Why-Nobody-Told-This-Before/dp/0241529727/ref=zg_bs_1318216031_sccl_5/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/71VHqdrDiML._AC_UL300_SR300,200_.jpg",35,Dr Julie Smith,https://www.amazon.in/Dr-Julie-Smith/e/B09NQRBKH4/ref=zg_bs_1318216031_bl_sccl_5/000-0000000-0000000,4.6 out of 5 stars,"6,344",https://www.amazon.in/product-reviews/0241529727/ref=zg_bs_1318216031_cr_sccl_5/000-0000000-0000000
A MAN CALLED OVE (B FORMAT),https://www.amazon.in/Man-Called-Ove-life-affirming-bestseller/dp/1444775812/ref=zg_bs_1318216031_sccl_6/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81bLu0WNrjL._AC_UL300_SR300,200_.jpg",36,Fredrik Backman,https://www.amazon.in/Fredrik-Backman/e/B00KV5TN4I/ref=zg_bs_1318216031_bl_sccl_6/000-0000000-0000000,4.6 out of 5 stars,"47,561",https://www.amazon.in/product-reviews/1444775812/ref=zg_bs_1318216031_cr_sccl_6/000-0000000-0000000
Independence,https://www.amazon.in/Independence-Chitra-Banerjee-Divakaruni/dp/9356294585/ref=zg_bs_1318216031_sccl_7/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/A1uCycFFYwL._AC_UL300_SR300,200_.jpg",37,Chitra Banerjee Divakaruni,https://www.amazon.in/Chitra-Banerjee-Divakaruni/e/B000APMZL2/ref=zg_bs_1318216031_bl_sccl_7/000-0000000-0000000,4.2 out of 5 stars,70,https://www.amazon.in/product-reviews/9356294585/ref=zg_bs_1318216031_cr_sccl_7/000-0000000-0000000
THE GOPI DIARIES: GROWING UP,https://www.amazon.in/GOPI-DIARIES-GROWING-UP/dp/9356295506/ref=zg_bs_1318216031_sccl_8/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81nx0yM1CIL._AC_UL300_SR300,200_.jpg",38,Sudha Murty,,4.7 out of 5 stars,8,https://www.amazon.in/product-reviews/9356295506/ref=zg_bs_1318216031_cr_sccl_8/000-0000000-0000000
CBSE English Core Chapterwise Solved Papers Class 12 for 2023 Exam (As per Latest CBSE syllabus 2022-23),https://www.amazon.in/English-Chapterwise-Solved-syllabus-2022-23/dp/932619860X/ref=zg_bs_1318216031_sccl_9/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/61hxDwUuWPL._AC_UL300_SR300,200_.jpg",39,Vaishali Jaiswal,,3.9 out of 5 stars,22,https://www.amazon.in/product-reviews/932619860X/ref=zg_bs_1318216031_cr_sccl_9/000-0000000-0000000
Ignited Minds: Unleashing the power within india: Unleashing the power within India - OVER 1 MILLION COPIES SOLD - An inspiri,https://www.amazon.in/Ignited-Minds-Unleashing-power-within/dp/0143424122/ref=zg_bs_1318216031_sccl_10/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81y66NkOkpL._AC_UL300_SR300,200_.jpg",40,A.P.J. Abdul Kalam,https://www.amazon.in/A-P-J-Abdul-Kalam/e/B001H9RNS0/ref=zg_bs_1318216031_bl_sccl_10/000-0000000-0000000,4.6 out of 5 stars,"3,608",https://www.amazon.in/product-reviews/0143424122/ref=zg_bs_1318216031_cr_sccl_10/000-0000000-0000000
Disha 120 JEE Main Chemistry Online (2022 - 2012) & Offline (2018 - 2002) Chapter-wise + Topic-wise Previous Years Solved Pap,https://www.amazon.in/Disha-Main-Chemistry-Online-2022/dp/9355643713/ref=zg_bs_1318216031_sccl_11/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/7165WwX12ZL._AC_UL300_SR300,200_.jpg",41,Disha Experts,,4.4 out of 5 stars,88,https://www.amazon.in/product-reviews/9355643713/ref=zg_bs_1318216031_cr_sccl_11/000-0000000-0000000
CBSE Biology Chapterwise Solved Papers Class 12 for 2023 Exam (As per Latest CBSE syllabus 2022-23),https://www.amazon.in/Biology-Chapterwise-Solved-syllabus-2022-23/dp/9326198588/ref=zg_bs_1318216031_sccl_12/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/51Zaw5Vt-8L._AC_UL300_SR300,200_.jpg",42,Shikha Sharma,,4.3 out of 5 stars,43,https://www.amazon.in/product-reviews/9326198588/ref=zg_bs_1318216031_cr_sccl_12/000-0000000-0000000
CBSE Physical education Chapterwise Solved Papers Class 12 for 2023 Exam (As per Latest CBSE syllabus 2022-23),https://www.amazon.in/Physical-education-Chapterwise-syllabus-2022-23/dp/9326198685/ref=zg_bs_1318216031_sccl_13/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/51O8DchRKIL._AC_UL300_SR300,200_.jpg",43,Rakesh Kumar Roshan /Reena Kar,,4.4 out of 5 stars,20,https://www.amazon.in/product-reviews/9326198685/ref=zg_bs_1318216031_cr_sccl_13/000-0000000-0000000
Think Again: The Power of Knowing What You Don't Know,https://www.amazon.in/Think-Again-Power-Knowing-What/dp/0753553899/ref=zg_bs_1318216031_sccl_14/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/71Igxu7V6mL._AC_UL300_SR300,200_.jpg",44,Adam Grant,https://www.amazon.in/Adam-Grant/e/B00ATUAAWE/ref=zg_bs_1318216031_bl_sccl_14/000-0000000-0000000,4.5 out of 5 stars,"12,333",https://www.amazon.in/product-reviews/0753553899/ref=zg_bs_1318216031_cr_sccl_14/000-0000000-0000000
Objective Computer Awareness,https://www.amazon.in/Objective-Computer-Awareness-Arihant-Experts/dp/9325794179/ref=zg_bs_1318216031_sccl_15/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/616Mi1u+dlL._AC_UL300_SR300,200_.jpg",45,Arihant Experts,,4.1 out of 5 stars,377,https://www.amazon.in/product-reviews/9325794179/ref=zg_bs_1318216031_cr_sccl_15/000-0000000-0000000
"Here, There and Everywhere: Best-Loved Stories of Sudha Murty",https://www.amazon.in/Here-There-Everywhere-Best-Loved-Stories/dp/0143444344/ref=zg_bs_1318216031_sccl_16/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81EgRoBA31L._AC_UL300_SR300,200_.jpg",46,Murty Sudha,,4.7 out of 5 stars,"3,052",https://www.amazon.in/product-reviews/0143444344/ref=zg_bs_1318216031_cr_sccl_16/000-0000000-0000000
Handbook of Physics,https://www.amazon.in/Handbook-Physics-Arihant-Experts/dp/9313196484/ref=zg_bs_1318216031_sccl_17/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/61Q6zVUSlKL._AC_UL300_SR300,200_.jpg",47,Arihant Experts,https://www.amazon.in/Arihant-Experts/e/B081S5Z7LG/ref=zg_bs_1318216031_bl_sccl_17/000-0000000-0000000,4.4 out of 5 stars,"2,674",https://www.amazon.in/product-reviews/9313196484/ref=zg_bs_1318216031_cr_sccl_17/000-0000000-0000000
Quantitative Aptitude for Competitive Examinations,https://www.amazon.in/Quantitative-Aptitude-Competitive-Examinations-Aggarwal/dp/9352534026/ref=zg_bs_1318216031_sccl_18/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/713PolAKv8L._AC_UL300_SR300,200_.jpg",48,R S Aggarwal,https://www.amazon.in/R-S-Aggarwal/e/B00ITXRBD4/ref=zg_bs_1318216031_bl_sccl_18/000-0000000-0000000,4.4 out of 5 stars,"29,192",https://www.amazon.in/product-reviews/9352534026/ref=zg_bs_1318216031_cr_sccl_18/000-0000000-0000000
Cracking The CSAT (Civil Services Aptitude Test) Paper-2,https://www.amazon.in/Cracking-Civil-Services-Aptitude-Paper-2/dp/9326198499/ref=zg_bs_1318216031_sccl_19/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/61cS6HuI8wL._AC_UL300_SR300,200_.jpg",49,"Mohit Sharma Mridula Sharma , Nikita Todarwal , Priya Mittal , Vinay Sharma , Jatin Kinger ",,4.3 out of 5 stars,"1,253",https://www.amazon.in/product-reviews/9326198499/ref=zg_bs_1318216031_cr_sccl_19/000-0000000-0000000
Four Thousand Weeks: The smash-hit Sunday Times bestseller that will change your life,https://www.amazon.in/Four-Thousand-Weeks-Embrace-limits/dp/1784704008/ref=zg_bs_1318216031_sccl_20/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81QYEb6YnVL._AC_UL300_SR300,200_.jpg",50,Oliver Burkeman,https://www.amazon.in/Oliver-Burkeman/e/B004DJDK1U/ref=zg_bs_1318216031_bl_sccl_20/000-0000000-0000000,4.5 out of 5 stars,"5,885",https://www.amazon.in/product-reviews/1784704008/ref=zg_bs_1318216031_cr_sccl_20/000-0000000-0000000
101 Essays That Will Change The Way You Think,https://www.amazon.in/Essays-That-Will-Change-Think/dp/1804221740/ref=zg_bs_1318216031_sccl_1/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/51Xnn7dnETL._AC_UL300_SR300,200_.jpg",51,Brianna Wiest,https://www.amazon.in/Brianna-Wiest/e/B00G4EQEFQ/ref=zg_bs_1318216031_bl_sccl_1/000-0000000-0000000,4.4 out of 5 stars,"10,550",https://www.amazon.in/product-reviews/1804221740/ref=zg_bs_1318216031_cr_sccl_1/000-0000000-0000000
Sapiens: THE MULTI-MILLION COPY BESTSELLER,https://www.amazon.in/Sapiens-Humankind-Yuval-Noah-Harari-ebook/dp/B00K7ED54M/ref=zg_bs_1318216031_sccl_2/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/713jIoMO3UL._AC_UL300_SR300,200_.jpg",52,Yuval Noah Harari,https://www.amazon.in/Yuval-Noah-Harari/e/B00J21BCIW/ref=zg_bs_1318216031_bl_sccl_2/000-0000000-0000000,4.7 out of 5 stars,"52,538",https://www.amazon.in/product-reviews/B00K7ED54M/ref=zg_bs_1318216031_cr_sccl_2/000-0000000-0000000
Disha 120 JEE Main Mathematics Online (2022 - 2012) & Offline (2018 - 2002) Chapter-wise + Topic-wise Previous Years Solved P,https://www.amazon.in/Disha-Main-Mathematics-Online-2022/dp/9355643705/ref=zg_bs_1318216031_sccl_3/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/71oLOnTEv1L._AC_UL300_SR300,200_.jpg",53,Disha Experts,https://www.amazon.in/Disha-Experts/e/B077SCV525/ref=zg_bs_1318216031_bl_sccl_3/000-0000000-0000000,4.3 out of 5 stars,77,https://www.amazon.in/product-reviews/9355643705/ref=zg_bs_1318216031_cr_sccl_3/000-0000000-0000000
"Masala Lab: The Science of Indian Cooking: The Science of Indian Cooking - the bestseller on food, the definitive book for ev",https://www.amazon.in/Masala-Lab-Science-Indian-Cooking/dp/0143451375/ref=zg_bs_1318216031_sccl_4/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/51pjN7mAaTL._AC_UL300_SR300,200_.jpg",54,Krish Ashok,https://www.amazon.in/Krish-Ashok/e/B091CWNFB7/ref=zg_bs_1318216031_bl_sccl_4/000-0000000-0000000,4.5 out of 5 stars,"1,981",https://www.amazon.in/product-reviews/0143451375/ref=zg_bs_1318216031_cr_sccl_4/000-0000000-0000000
KVS: PGT (Common Subjects) Recruitment Exam Guide,https://www.amazon.in/KVS-Teachers-Recruitment-Popular-Master/dp/8178128535/ref=zg_bs_1318216031_sccl_5/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/61v-30bHY4L._AC_UL300_SR300,200_.jpg",55,RPH Editorial Board,https://www.amazon.in/RPH-Editorial-Board/e/B07FCZRH8B/ref=zg_bs_1318216031_bl_sccl_5/000-0000000-0000000,4.0 out of 5 stars,201,https://www.amazon.in/product-reviews/8178128535/ref=zg_bs_1318216031_cr_sccl_5/000-0000000-0000000
Hooked: How to Build Habit-Forming Products,https://www.amazon.in/Hooked-How-Build-Habit-Forming-Products/dp/0241184835/ref=zg_bs_1318216031_sccl_6/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81L8JOVXJtL._AC_UL300_SR300,200_.jpg",56,Nir Eyal,https://www.amazon.in/Nir-Eyal/e/B00HJ8021I/ref=zg_bs_1318216031_bl_sccl_6/000-0000000-0000000,4.6 out of 5 stars,"4,109",https://www.amazon.in/product-reviews/0241184835/ref=zg_bs_1318216031_cr_sccl_6/000-0000000-0000000
Emotional Intelligence: Why It Can Matter More Than IQ,https://www.amazon.in/Emotional-Intelligence-Matter-More-Than/dp/9354352804/ref=zg_bs_1318216031_sccl_7/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/51rNMswAZjL._AC_UL300_SR300,200_.jpg",57,Daniel Goleman,https://www.amazon.in/Daniel-Goleman/e/B000APZC9O/ref=zg_bs_1318216031_bl_sccl_7/000-0000000-0000000,4.3 out of 5 stars,"9,149",https://www.amazon.in/product-reviews/9354352804/ref=zg_bs_1318216031_cr_sccl_7/000-0000000-0000000
"ramayan book in hindi geeta press gorakhpur Pack of 1 , ramcharitmanas geeta press gorakhpur hindi by Tulsidas with hindi mea",https://www.amazon.in/gorakhpur-ramcharitmanas-Tulsidas-Ramcharitmanas-Hardcover/dp/B09BD6P7M3/ref=zg_bs_1318216031_sccl_8/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/813z+KFzaVL._AC_UL300_SR300,200_.jpg",58,Gita Press Gorakhpur,,4.7 out of 5 stars,197,https://www.amazon.in/product-reviews/B09BD6P7M3/ref=zg_bs_1318216031_cr_sccl_8/000-0000000-0000000
Bhagvad Gita - Mini Pocket Edition In (Hindi),https://www.amazon.in/Shrimad-Bhagwadgita-Sri-Krishna/dp/819067532X/ref=zg_bs_1318216031_sccl_9/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/51YIS22jGBL._AC_UL300_SR300,200_.jpg",59,Sri Krishna,,4.6 out of 5 stars,"1,150",https://www.amazon.in/product-reviews/819067532X/ref=zg_bs_1318216031_cr_sccl_9/000-0000000-0000000
CBSE All In One Chemistry Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),https://www.amazon.in/Chemistry-2022-23-latest-Syllabus-issued/dp/9326196445/ref=zg_bs_1318216031_sccl_10/000-0000000-0000000?psc=1,Society & Social Sciences,"https://images-eu.ssl-images-amazon.com/images/I/81kriJtUVqL._AC_UL300_SR300,200_.jpg",60,"Reetika Gulati Indu Gupta , Avantika Trivedi ",,4.3 out of 5 stars,171,https://www.amazon.in/product-reviews/9326196445/ref=zg_bs_1318216031_cr_sccl_10/000-0000000-0000000
