name,link,genres,image,rank,author,author_link,ratings,counts,reviews
Harry Potter and the Philosopher's Stone,https://www.amazon.in/Harry-Potter-Philosophers-Stone-Rowling-ebook/dp/B019PIOJYU/ref=zg_bs_1318158031_sccl_1/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81m9fP+LIPL._AC_UL300_SR300,200_.jpg",1,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318158031_bl_sccl_1/000-0000000-0000000,4.7 out of 5 stars,"56,001",https://www.amazon.in/product-reviews/B019PIOJYU/ref=zg_bs_1318158031_cr_sccl_1/000-0000000-0000000
THE SILENT PATIENT,https://www.amazon.in/Silent-Patient-Alex-Michaelides/dp/1409181634/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/51oVTRsjcqL._AC_UL300_SR300,200_.jpg",2,Alex Michaelides,https://www.amazon.in/Alex-Michaelides/e/B07CZQY3KT/ref=zg_bs_1318158031_bl_sccl_2/000-0000000-0000000,4.5 out of 5 stars,"138,665",https://www.amazon.in/product-reviews/1409181634/ref=zg_bs_1318158031_cr_sccl_2/000-0000000-0000000
War of Lanka (Ram Chandra Series Book 4),https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/9356291527/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91+T1TAxkKL._AC_UL300_SR300,200_.jpg",3,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_3/000-0000000-0000000,4.3 out of 5 stars,"2,822",https://www.amazon.in/product-reviews/9356291527/ref=zg_bs_1318158031_cr_sccl_3/000-0000000-0000000
என்னருகே நீயிருந்தால் (Tamil Edition),https://www.amazon.in/%E0%AE%8E%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AE%B0%E0%AF%81%E0%AE%95%E0%AF%87-%E0%AE%A8%E0%AF%80%E0%AE%AF%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%B2%E0%AF%8D-Tamil-Ammu-yoga-ebook/dp/B0BRGH93KJ/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/814lj1L-yUL._AC_UL300_SR300,200_.jpg",4,Ammu yoga,,,,
The Complete Novels of Sherlock Holmes,https://www.amazon.in/Complete-Novels-Sherlock-Holmes/dp/8175994312/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81StezluKUS._AC_UL300_SR300,200_.jpg",5,Arthur Conan Doyle,https://www.amazon.in/Arthur-Conan-Doyle/e/B000AQ43GQ/ref=zg_bs_1318158031_bl_sccl_5/000-0000000-0000000,4.5 out of 5 stars,"15,608",https://www.amazon.in/product-reviews/8175994312/ref=zg_bs_1318158031_cr_sccl_5/000-0000000-0000000
The Hidden Hindu,https://www.amazon.in/Hidden-Hindu-Akshat-Gupta/dp/0143455699/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81nZaGgPAGL._AC_UL300_SR300,200_.jpg",6,Akshat Gupta,https://www.amazon.in/Akshat-Gupta/e/B08KY7Y2YC/ref=zg_bs_1318158031_bl_sccl_6/000-0000000-0000000,4.3 out of 5 stars,942,https://www.amazon.in/product-reviews/0143455699/ref=zg_bs_1318158031_cr_sccl_6/000-0000000-0000000
"Samsara: Enter the Valley of the Gods (""India's answer to Harry Potter"")",https://www.amazon.in/Samsara-Valley-Indias-answer-Potter/dp/0143458280/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91UkHHIjAjL._AC_UL300_SR300,200_.jpg",7,Saksham Garg,https://www.amazon.in/Saksham-Garg/e/B0B9XBMGWF/ref=zg_bs_1318158031_bl_sccl_7/000-0000000-0000000,4.5 out of 5 stars,363,https://www.amazon.in/product-reviews/0143458280/ref=zg_bs_1318158031_cr_sccl_7/000-0000000-0000000
"The Immortals of Meluha (Shiva Trilogy Book 1) (Shiva, 1)",https://www.amazon.in/Immortals-Meluha-Shiva-Trilogy-Book/dp/9356290520/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/818bGgNn0EL._AC_UL300_SR300,200_.jpg",8,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_8/000-0000000-0000000,4.6 out of 5 stars,"12,702",https://www.amazon.in/product-reviews/9356290520/ref=zg_bs_1318158031_cr_sccl_8/000-0000000-0000000
Chip War: The Fight for the World's Most Critical Technology,https://www.amazon.in/Chip-War-Dominate-Critical-Technology/dp/1398504106/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81k-FqQ-6NL._AC_UL300_SR300,200_.jpg",9,Chris Miller,https://www.amazon.in/Chris-Miller/e/B01NAI4IV6/ref=zg_bs_1318158031_bl_sccl_9/000-0000000-0000000,4.7 out of 5 stars,755,https://www.amazon.in/product-reviews/1398504106/ref=zg_bs_1318158031_cr_sccl_9/000-0000000-0000000
Murder in Tuscany: The start of a BRAND NEW cozy mystery series from bestseller T A Williams (An Armstrong and Oscar Cozy Mys,https://www.amazon.in/Murder-Tuscany-bestseller-Williams-Armstrong-ebook/dp/B0B6TS7KRX/ref=zg_bs_1318158031_sccl_10/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91cNz5ieP+L._AC_UL300_SR300,200_.jpg",10,T A Williams,https://www.amazon.in/T-A-Williams/e/B00FDVNVMA/ref=zg_bs_1318158031_bl_sccl_10/000-0000000-0000000,4.4 out of 5 stars,622,https://www.amazon.in/product-reviews/B0B6TS7KRX/ref=zg_bs_1318158031_cr_sccl_10/000-0000000-0000000
War Of Lanka (Ram Chandra Series Book 4),https://www.amazon.in/War-Lanka-Ram-Chandra-Book-ebook/dp/B0B7J9THC7/ref=zg_bs_1318158031_sccl_11/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/919qAj215DL._AC_UL300_SR300,200_.jpg",11,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_11/000-0000000-0000000,4.3 out of 5 stars,"2,822",https://www.amazon.in/product-reviews/B0B7J9THC7/ref=zg_bs_1318158031_cr_sccl_11/000-0000000-0000000
The Secret Garden,https://www.amazon.in/Secret-Garden-Frances-Hodgson-Burnett/dp/9386538997/ref=zg_bs_1318158031_sccl_12/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81oZ2suDhdS._AC_UL300_SR300,200_.jpg",12,Frances Hodgson Burnett,https://www.amazon.in/Frances-Hodgson-Burnett/e/B000AP8N9K/ref=zg_bs_1318158031_bl_sccl_12/000-0000000-0000000,4.3 out of 5 stars,"12,257",https://www.amazon.in/product-reviews/9386538997/ref=zg_bs_1318158031_cr_sccl_12/000-0000000-0000000
Something I Never Told You,https://www.amazon.in/Something-I-Never-Told-You/dp/0143445901/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91PQFpYWLwL._AC_UL300_SR300,200_.jpg",13,Shravya Bhinder,https://www.amazon.in/Shravya-Bhinder/e/B079QTPSWL/ref=zg_bs_1318158031_bl_sccl_13/000-0000000-0000000,4.4 out of 5 stars,"2,337",https://www.amazon.in/product-reviews/0143445901/ref=zg_bs_1318158031_cr_sccl_13/000-0000000-0000000
Harry Potter and the Goblet of Fire,https://www.amazon.in/Harry-Potter-Goblet-Fire-Rowling-ebook/dp/B019PIOJWW/ref=zg_bs_1318158031_sccl_14/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81YoazRCtBL._AC_UL300_SR300,200_.jpg",14,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318158031_bl_sccl_14/000-0000000-0000000,4.7 out of 5 stars,"32,749",https://www.amazon.in/product-reviews/B019PIOJWW/ref=zg_bs_1318158031_cr_sccl_14/000-0000000-0000000
Harry Potter and the Chamber of Secrets,https://www.amazon.in/Harry-Potter-Chamber-Secrets-Rowling-ebook/dp/B019PIOJY0/ref=zg_bs_1318158031_sccl_15/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81Wbfijio4L._AC_UL300_SR300,200_.jpg",15,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318158031_bl_sccl_15/000-0000000-0000000,4.7 out of 5 stars,"42,939",https://www.amazon.in/product-reviews/B019PIOJY0/ref=zg_bs_1318158031_cr_sccl_15/000-0000000-0000000
The Immortals of Meluha,https://www.amazon.in/Audible-The-Immortals-of-Meluha/dp/B0BKCD5YSY/ref=zg_bs_1318158031_sccl_16/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81yuLX4zVDL._AC_UL300_SR300,200_.jpg",16,Amish Tripathi,,4.6 out of 5 stars,"12,702",https://www.amazon.in/product-reviews/B0BKCD5YSY/ref=zg_bs_1318158031_cr_sccl_16/000-0000000-0000000
"The Oath of The Vayuputras (Shiva Trilogy Book 3) (Shiva, 3)",https://www.amazon.in/Oath-Vayuputras-Shiva-Trilogy-Book/dp/9356290687/ref=zg_bs_1318158031_sccl_17/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81vZCuRX6-L._AC_UL300_SR300,200_.jpg",17,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_17/000-0000000-0000000,4.6 out of 5 stars,"7,465",https://www.amazon.in/product-reviews/9356290687/ref=zg_bs_1318158031_cr_sccl_17/000-0000000-0000000
"Energize Your Mind: Learn the Art of Mastering Your Thoughts, Feelings and Emotions",https://www.amazon.in/Energize-Your-Mind-Mastering-Thoughts/dp/B0BNNJYN32/ref=zg_bs_1318158031_sccl_18/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/615PcRe8cML._AC_UL300_SR300,200_.jpg",18,Gour gopal das,,5.0 out of 5 stars,1,https://www.amazon.in/product-reviews/B0BNNJYN32/ref=zg_bs_1318158031_cr_sccl_18/000-0000000-0000000
"The Secret of The Nagas (Shiva Trilogy Book 2) (Shiva, 2)",https://www.amazon.in/Secret-Nagas-Shiva-Trilogy-Book/dp/9356290601/ref=zg_bs_1318158031_sccl_19/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81R5xrntmdL._AC_UL300_SR300,200_.jpg",19,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_19/000-0000000-0000000,4.6 out of 5 stars,"8,370",https://www.amazon.in/product-reviews/9356290601/ref=zg_bs_1318158031_cr_sccl_19/000-0000000-0000000
Raavan : Enemy of Aryavarta (Ram Chandra Series Book 3),https://www.amazon.in/Raavan-Enemy-Aryavarta-Chandra-Book/dp/9356290970/ref=zg_bs_1318158031_sccl_20/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91B1dVwxB-L._AC_UL300_SR300,200_.jpg",20,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_20/000-0000000-0000000,4.6 out of 5 stars,"10,556",https://www.amazon.in/product-reviews/9356290970/ref=zg_bs_1318158031_cr_sccl_20/000-0000000-0000000
Harry Potter and the Prisoner of Azkaban,https://www.amazon.in/Harry-Potter-Prisoner-Azkaban-Rowling-ebook/dp/B019PIOJZ4/ref=zg_bs_1318158031_sccl_21/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81y-3oSkxGL._AC_UL300_SR300,200_.jpg",21,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318158031_bl_sccl_21/000-0000000-0000000,4.7 out of 5 stars,"36,234",https://www.amazon.in/product-reviews/B019PIOJZ4/ref=zg_bs_1318158031_cr_sccl_21/000-0000000-0000000
The Hidden Hindu 2,https://www.amazon.in/Hidden-Hindu-2-Akshat-Gupta/dp/0143456547/ref=zg_bs_1318158031_sccl_22/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81ZOW3k-0fL._AC_UL300_SR300,200_.jpg",22,Akshat Gupta,https://www.amazon.in/Akshat-Gupta/e/B08KY7Y2YC/ref=zg_bs_1318158031_bl_sccl_22/000-0000000-0000000,4.5 out of 5 stars,232,https://www.amazon.in/product-reviews/0143456547/ref=zg_bs_1318158031_cr_sccl_22/000-0000000-0000000
"War of Lanka: Ram Chandra, Book 4",https://www.amazon.in/War-Lanka-Ram-Chandra-Book/dp/B0BGYM67YR/ref=zg_bs_1318158031_sccl_23/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91GzuI3pghL._AC_UL300_SR300,200_.jpg",23,Amish Tripathi,,4.3 out of 5 stars,"2,822",https://www.amazon.in/product-reviews/B0BGYM67YR/ref=zg_bs_1318158031_cr_sccl_23/000-0000000-0000000
Harry Potter and the Order of the Phoenix,https://www.amazon.in/Harry-Potter-Order-Phoenix-Rowling-ebook/dp/B019PIOJV8/ref=zg_bs_1318158031_sccl_24/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/816DPd8HNBL._AC_UL300_SR300,200_.jpg",24,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318158031_bl_sccl_24/000-0000000-0000000,4.7 out of 5 stars,"30,378",https://www.amazon.in/product-reviews/B019PIOJV8/ref=zg_bs_1318158031_cr_sccl_24/000-0000000-0000000
Legend of Suheldev : The King Who Saved India,https://www.amazon.in/Legend-Suheldev-King-Saved-India/dp/9356291039/ref=zg_bs_1318158031_sccl_25/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91El3d6U5jL._AC_UL300_SR300,200_.jpg",25,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_25/000-0000000-0000000,4.4 out of 5 stars,"6,104",https://www.amazon.in/product-reviews/9356291039/ref=zg_bs_1318158031_cr_sccl_25/000-0000000-0000000
"Sita : Warrior of Mithila (Ram Chandra Series Book 2) (Ram Chandra, 2)",https://www.amazon.in/Sita-Warrior-Mithila-Chandra-Book/dp/9356290911/ref=zg_bs_1318158031_sccl_26/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81diX2hAH2L._AC_UL300_SR300,200_.jpg",26,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_26/000-0000000-0000000,4.5 out of 5 stars,"8,266",https://www.amazon.in/product-reviews/9356290911/ref=zg_bs_1318158031_cr_sccl_26/000-0000000-0000000
"Ram - Scion of Ikshvaku (Ram Chandra Series Book 1) (Ram Chandra, 1)",https://www.amazon.in/Ram-Scion-Ikshvaku-Chandra-Book/dp/9356290792/ref=zg_bs_1318158031_sccl_27/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91ay4wXGKsL._AC_UL300_SR300,200_.jpg",27,Amish Tripathi,https://www.amazon.in/Amish-Tripathi/e/B005V7D3TW/ref=zg_bs_1318158031_bl_sccl_27/000-0000000-0000000,4.4 out of 5 stars,"11,545",https://www.amazon.in/product-reviews/9356290792/ref=zg_bs_1318158031_cr_sccl_27/000-0000000-0000000
Where the Sun Never Sets (Signed by the author),https://www.amazon.in/Where-Never-Sets-Signed-author/dp/014345367X/ref=zg_bs_1318158031_sccl_28/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/61oofri2nsL._AC_UL300_SR300,200_.jpg",28,Stuti Changle,https://www.amazon.in/Stuti-Changle/e/B07796WPY2/ref=zg_bs_1318158031_bl_sccl_28/000-0000000-0000000,4.1 out of 5 stars,192,https://www.amazon.in/product-reviews/014345367X/ref=zg_bs_1318158031_cr_sccl_28/000-0000000-0000000
Harry Potter and the Half-Blood Prince,https://www.amazon.in/Harry-Potter-Half-Blood-Prince-Rowling-ebook/dp/B019PIOJZE/ref=zg_bs_1318158031_sccl_29/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/813zbNPhO5L._AC_UL300_SR300,200_.jpg",29,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318158031_bl_sccl_29/000-0000000-0000000,4.7 out of 5 stars,"34,823",https://www.amazon.in/product-reviews/B019PIOJZE/ref=zg_bs_1318158031_cr_sccl_29/000-0000000-0000000
The Forest of Enchantments,https://www.amazon.in/Forest-Enchantments-Chitra-Banerjee-Divakaruni/dp/9353573572/ref=zg_bs_1318158031_sccl_30/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91DeoG0FHWL._AC_UL300_SR300,200_.jpg",30,Chitra Banerjee Divakaruni,https://www.amazon.in/Chitra-Banerjee-Divakaruni/e/B000APMZL2/ref=zg_bs_1318158031_bl_sccl_30/000-0000000-0000000,4.6 out of 5 stars,"3,046",https://www.amazon.in/product-reviews/9353573572/ref=zg_bs_1318158031_cr_sccl_30/000-0000000-0000000
Harry Potter and the Deathly Hallows,https://www.amazon.in/Harry-Potter-Deathly-Hallows-Rowling-ebook/dp/B019PIOJVI/ref=zg_bs_1318158031_sccl_1/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81qmfY6mMrL._AC_UL300_SR300,200_.jpg",31,J.K. Rowling,https://www.amazon.in/J-K-Rowling/e/B000AP9A6K/ref=zg_bs_1318158031_bl_sccl_1/000-0000000-0000000,4.7 out of 5 stars,"37,863",https://www.amazon.in/product-reviews/B019PIOJVI/ref=zg_bs_1318158031_cr_sccl_1/000-0000000-0000000
Maalai Pozhuthin Mayakkathile (Tamil Edition),https://www.amazon.in/Maalai-Pozhuthin-Mayakkathile-Tamil-Murali-ebook/dp/B0BNNZ91H7/ref=zg_bs_1318158031_sccl_2/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/51zdYGRpr1L._AC_UL300_SR300,200_.jpg",32,Sashi Murali,https://www.amazon.in/Sashi-Murali/e/B074RKVHJC/ref=zg_bs_1318158031_bl_sccl_2/000-0000000-0000000,4.2 out of 5 stars,78,https://www.amazon.in/product-reviews/B0BNNZ91H7/ref=zg_bs_1318158031_cr_sccl_2/000-0000000-0000000
The Secret of the Nagas,https://www.amazon.in/The-Secret-of-the-Nagas/dp/B0BP4491PG/ref=zg_bs_1318158031_sccl_3/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81qzxjd1VxL._AC_UL300_SR300,200_.jpg",33,Amish Tripathi,,4.6 out of 5 stars,"8,370",https://www.amazon.in/product-reviews/B0BP4491PG/ref=zg_bs_1318158031_cr_sccl_3/000-0000000-0000000
Cinema Speculation,https://www.amazon.in/QT-Non-fiction-Quentin-Tarantino/dp/1474624227/ref=zg_bs_1318158031_sccl_4/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/511DfMFswTL._AC_UL300_SR300,200_.jpg",34,Quentin Tarantino,https://www.amazon.in/Quentin-Tarantino/e/B000APTCC2/ref=zg_bs_1318158031_bl_sccl_4/000-0000000-0000000,4.5 out of 5 stars,328,https://www.amazon.in/product-reviews/1474624227/ref=zg_bs_1318158031_cr_sccl_4/000-0000000-0000000
SHANTARAM,https://www.amazon.in/Shantaram-Gregory-David-Roberts/dp/0349117543/ref=zg_bs_1318158031_sccl_5/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/81YgM3-y7qL._AC_UL300_SR300,200_.jpg",35,Gregory David Roberts,https://www.amazon.in/Gregory-David-Roberts/e/B001IGURGW/ref=zg_bs_1318158031_bl_sccl_5/000-0000000-0000000,4.6 out of 5 stars,"11,192",https://www.amazon.in/product-reviews/0349117543/ref=zg_bs_1318158031_cr_sccl_5/000-0000000-0000000
உனது விழிகளின் வழியே எனது தேடல்..! (Tamil Edition),https://www.amazon.in/%E0%AE%89%E0%AE%A9%E0%AE%A4%E0%AF%81-%E0%AE%B5%E0%AE%BF%E0%AE%B4%E0%AE%BF%E0%AE%95%E0%AE%B3%E0%AE%BF%E0%AE%A9%E0%AF%8D-%E0%AE%B5%E0%AE%B4%E0%AE%BF%E0%AE%AF%E0%AF%87-%E0%AE%A4%E0%AF%87%E0%AE%9F%E0%AE%B2%E0%AF%8D-Tamil-ebook/dp/B0BG3H5SV6/ref=zg_bs_1318158031_sccl_6/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71mJOkZnakL._AC_UL300_SR300,200_.jpg",36,தமிழ் வெண்பா,https://www.amazon.in/%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D-%E0%AE%B5%E0%AF%86%E0%AE%A3%E0%AF%8D%E0%AE%AA%E0%AE%BE/e/B0B5YG5CSG/ref=zg_bs_1318158031_bl_sccl_6/000-0000000-0000000,3.9 out of 5 stars,12,https://www.amazon.in/product-reviews/B0BG3H5SV6/ref=zg_bs_1318158031_cr_sccl_6/000-0000000-0000000
SIX OF CROWS: CROOKED KINGDOM (B PB),https://www.amazon.in/Six-Crows-Crooked-Kingdom-Book/dp/1780622317/ref=zg_bs_1318158031_sccl_7/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/51mfUhlhbAS._AC_UL300_SR300,200_.jpg",37,Leigh Bardugo,https://www.amazon.in/Leigh-Bardugo/e/B005ZZ8XQS/ref=zg_bs_1318158031_bl_sccl_7/000-0000000-0000000,4.7 out of 5 stars,"23,867",https://www.amazon.in/product-reviews/1780622317/ref=zg_bs_1318158031_cr_sccl_7/000-0000000-0000000
Project Hail Mary: From the bestselling author of The Martian,https://www.amazon.in/Project-Hail-Mary-bestselling-Martian/dp/1529100623/ref=zg_bs_1318158031_sccl_8/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71S+zKJpVvS._AC_UL300_SR300,200_.jpg",38,Andy Weir,https://www.amazon.in/Andy-Weir/e/B00G0WYW92/ref=zg_bs_1318158031_bl_sccl_8/000-0000000-0000000,4.7 out of 5 stars,"89,353",https://www.amazon.in/product-reviews/1529100623/ref=zg_bs_1318158031_cr_sccl_8/000-0000000-0000000
The Nine Unknown (Mint Editions),https://www.amazon.in/Nine-Mint-Editions-Talbot-Mundy/dp/1513280791/ref=zg_bs_1318158031_sccl_9/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91HmFSrVW8S._AC_UL300_SR300,200_.jpg",39,Talbot Mundy,https://www.amazon.in/Talbot-Mundy/e/B001K7VADI/ref=zg_bs_1318158031_bl_sccl_9/000-0000000-0000000,4.0 out of 5 stars,104,https://www.amazon.in/product-reviews/1513280791/ref=zg_bs_1318158031_cr_sccl_9/000-0000000-0000000
தீயில் தென்றலாய் உறவிதுவோ: theeyil thendralaai uravithuvo (Tamil Edition),https://www.amazon.in/%E0%AE%A4%E0%AF%80%E0%AE%AF%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%A4%E0%AF%86%E0%AE%A9%E0%AF%8D%E0%AE%B1%E0%AE%B2%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%89%E0%AE%B1%E0%AE%B5%E0%AE%BF%E0%AE%A4%E0%AF%81%E0%AE%B5%E0%AF%8B-thendralaai-uravithuvo-ebook/dp/B0BKT9FVNZ/ref=zg_bs_1318158031_sccl_10/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/61b--dOjy2L._AC_UL300_SR300,200_.jpg",40,மேக வாணி Megavani,https://www.amazon.in/%E0%AE%AE%E0%AF%87%E0%AE%95-%E0%AE%B5%E0%AE%BE%E0%AE%A3%E0%AE%BF-Megavani/e/B09SDY961K/ref=zg_bs_1318158031_bl_sccl_10/000-0000000-0000000,4.5 out of 5 stars,180,https://www.amazon.in/product-reviews/B0BKT9FVNZ/ref=zg_bs_1318158031_cr_sccl_10/000-0000000-0000000
THE BOOK OF ICHIGO ICHIE,https://www.amazon.in/Book-Ichigo-Ichie-Making-Japanese/dp/1529401291/ref=zg_bs_1318158031_sccl_11/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/5117CSuaANL._AC_UL300_SR300,200_.jpg",41,Francesc Miralles,https://www.amazon.in/Francesc-Miralles/e/B0892RZTY1/ref=zg_bs_1318158031_bl_sccl_11/000-0000000-0000000,4.6 out of 5 stars,"1,442",https://www.amazon.in/product-reviews/1529401291/ref=zg_bs_1318158031_cr_sccl_11/000-0000000-0000000
Indistractable: How to Control Your Attention and Choose Your Life,https://www.amazon.in/Indistractable-Control-Your-Attention-Choose/dp/1526625334/ref=zg_bs_1318158031_sccl_12/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/41m98PSCVpL._AC_UL300_SR300,200_.jpg",42,Nir Eyal,https://www.amazon.in/Nir-Eyal/e/B00HJ8021I/ref=zg_bs_1318158031_bl_sccl_12/000-0000000-0000000,4.5 out of 5 stars,"3,963",https://www.amazon.in/product-reviews/1526625334/ref=zg_bs_1318158031_cr_sccl_12/000-0000000-0000000
"The Oath of the Vayuputras (English): Shiva Trilogy, Book 3",https://www.amazon.in/Oath-Vayuputras-English-Shiva-Trilogy/dp/B0BQL6PFXX/ref=zg_bs_1318158031_sccl_13/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/91O7O-Nm9AL._AC_UL300_SR300,200_.jpg",43,Amish Tripathi,,4.6 out of 5 stars,"7,465",https://www.amazon.in/product-reviews/B0BQL6PFXX/ref=zg_bs_1318158031_cr_sccl_13/000-0000000-0000000
The Magicians of Mazda Paperback – 21 May 2022,https://www.amazon.in/Magicians-Mazda-Bharat-7/dp/9354899080/ref=zg_bs_1318158031_sccl_14/000-0000000-0000000?psc=1,Action & Adventure,"https://images-eu.ssl-images-amazon.com/images/I/71fU-w9xCLL._AC_UL300_SR300,200_.jpg",44,Ashwin Sanghi,https://www.amazon.in/Ashwin-Sanghi/e/B0042D1A3C/ref=zg_bs_1318158031_bl_sccl_14/000-0000000-0000000,4.4 out of 5 stars,"1,653",https://www.amazon.in/product-reviews/9354899080/ref=zg_bs_1318158031_cr_sccl_14/000-0000000-0000000
