name,link,edition,author,release,ratings,rating_counts,price,genres
Smart Study - 812 Police Bharti - Bhag 2 - Prashnapatrika Sanch - 25025+ Prashna - 4th./Ed. - 2022,https://www.amazon.in/Smart-Study-Police-Prashnapatrika-Prashna/dp/B0BMB526XR,Marathi Edition ,Vitthal Rautwar, 13 November 2022,5.0,1.0,580.0,
Mental Maths - Mathematics Activity Book 2,https://www.amazon.in/Mental-Maths-Mathematics-Activity-Book/dp/9391924034,,Maple Press, 10 May 2022,4.2,28.0,95.0,
Gita Press Gorakhpur Geeta Daynandini Dairy (Delux Edition 2023) By Shri Ji Books (Code-2278),https://www.amazon.in/Press-Gorakhpur-Geeta-Daynandini-Code-2278/dp/B09NTLB4TX,Hindi Edition ,Gita Press Gorakhpur, 31 October 2021,4.5,5.0,125.0,
ब्रम्हास्त्र करंट अफेयर्स 2022 by MJT Education | January to December 2022 Current Affairs book in Hindi for all exams| Bramhastra Current Affairs 2022 | MJT Education books,https://www.amazon.in/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D%E0%A4%B9%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0-%E0%A4%85%E0%A4%AB%E0%A5%87%E0%A4%AF%E0%A4%B0%E0%A5%8D%E0%A4%B8-Education-December-Bramhastra/dp/B0BN5VMKYP,Hindi Edition ,Er SUMIT MISHRA, 22 November 2022,4.0,9.0,220.0,
My First Complete Learning Library: Boxset of 20 Board Books Gift Set for Kids (Horizontal Design),https://www.amazon.in/First-Learning-Library-Box-Set/dp/9388369882,,Wonder House Books, 1 January 2019,4.6,12779.0,1499.0,Dictionaries
"Writing Practice Boxset: Pack of 4 Books (Writing Fun: Write And Practice Capital Letters, Small Letters, Patterns and Numbers 1 to 10)",https://www.amazon.in/Writing-Fun-Set-Books-Practice/dp/9387779777,,Wonder House Books, 1 January 2018,4.3,10832.0,399.0,Handwriting Reference
My First Experiences Sticker Book: My first sticker books,https://www.amazon.in/My-First-Experiences-Sticker-Book/dp/9388369815,,Wonder House Books, 20 January 2019,4.4,974.0,225.0,
Embrace Your Power: A Guide to Living Your Best Life (Personal Transformation Book 2),https://www.amazon.in/Embrace-Your-Power-Personal-Transformation-ebook/dp/B0BR2QHZG6,,Sofia Morico, 24 December 2022,4.5,2.0,0.0,
SSC CGL Tier 2 Computer Knowledge Book English Medium,https://www.amazon.in/Tier-Computer-Knowledge-English-Medium/dp/B0BP76HXG3,,Pinnacle Publications, 5 December 2022,4.4,4.0,450.0,
Mahagenco Exam Book for Electrical and Instrumentation Engineering,https://www.amazon.in/Mahagenco-Exam-Electrical-Instrumentation-Engineering/dp/B0BNDTQTTG,,Mr. Pramod Deshkari, 24 August 2022,,,699.0,
World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books): Perfect Motivational Gift Set,https://www.amazon.in/Worlds-Greatest-Personal-Growth-Wealth/dp/9389432014,,"Dale Carnegie, Napoleon Hill, et al.", 1 August 2019,4.5,21860.0,699.0,Development & Growth
CARDEX Magic Practice Copy Books Set of 4 Magic Writing & Drawing Books Kit Calligraphy Books for kids Alphabets for Kids Learning Handwriting Practice Copybook for Kids With Pen set for Preschooler,https://www.amazon.in/Practice-Calligraphy-Alphabets-Handwriting-Preschooler/dp/B09X2YNH2S,,CARDEX, 1 January 2020,4.5,261.0,499.0,
Brain Activity Book for Kids - 200+ Activities for Age 4+,https://www.amazon.in/Brain-Activity-Book-Kids-Activities/dp/9391924301,,Maple Press, 1 September 2021,4.4,562.0,94.0,
You Can,https://www.amazon.in/You-Can-George-Matthew-Adams/dp/9389931843,,George Matthew Adams, 6 August 2020,4.3,2570.0,149.0,
"QOKZEK Magic Practice Copybook, (4 BOOK + 1 PEN + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic calligraphy books for kids Reusable Writing Tool (SIZE- 19*13 cm)",https://www.amazon.in/Practice-Copybook-Preschoolers-calligraphy-Reusable/dp/B0743DXTVX,,QOKZEK, 3 July 2022,4.5,2392.0,699.0,
Moral Stories for Children -Set of 10 Illustrated Story Books (Packed in a Gift Box),https://www.amazon.in/Moral-Stories-Children-Illustrated-Packed/dp/9391258492,,Om Books Editorial Team, 14 January 2022,4.3,623.0,500.0,
Chocolate Recipe Book: A Cookbook Filled with Sweet Treats for All Chocolate Lovers,https://www.amazon.in/Chocolate-Recipe-Book-Cookbook-Filled-ebook/dp/B0BQYCG74R,,Noah Wood, 22 December 2022,,,0.0,
Dnyandeep Talathi 2022 - Vargikrut Prashnasanch (Marathi),https://www.amazon.in/Dnyandeep-Talathi-2022-Vargikrut-Prashnasanch/dp/B09P75ZB13,Marathi Edition ,Jitendra Pundekar and Mahesh Shinde, 25 December 2021,4.2,83.0,580.0,
Nursery Rhymes Board Book (My First Book Series): Illustrated Classic Nursery Rhymes,https://www.amazon.in/Nursery-Rhymes-Board-Book-First/dp/9388144201,,Wonder House Books, 1 January 2018,4.6,3066.0,299.0,
My First Little Librarian: Boxset of 12 Best Board Books for Kids,https://www.amazon.in/My-First-Little-Librarian-Boxset/dp/B08MLC2GD6,,THE BOOK TREE, 1 January 2019,4.4,3966.0,899.0,Writing Guides
आर्थिक नियोजन हीच काळाची गरज: शिका श्रीमंत बनण्याची मानसिकता,https://www.amazon.in/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BF%E0%A4%95-%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%A8-%E0%A4%B9%E0%A5%80%E0%A4%9A-%E0%A4%95%E0%A4%BE%E0%A4%B3%E0%A4%BE%E0%A4%9A%E0%A5%80-%E0%A4%97%E0%A4%B0%E0%A4%9C/dp/9393966486,Marathi Edition ,Pritam Patil, 20 December 2022,,,599.0,
My First Shapes and Colours Sticker Book: Exciting Sticker Book With 100 Stickers,https://www.amazon.in/First-Shapes-Colours-Sticker-Book/dp/938814497X,,Wonder House Books, 25 November 2018,4.5,1325.0,225.0,
BlackBook of English Vocabulary January 2022,https://www.amazon.in/BlackBook-English-Vocabulary-January-2022/dp/B09QSZFFBW,,Nikhil K Gupta, 21 January 2022,4.5,951.0,399.0,SSC Exam
My First Transport Sticker Book: Exciting Sticker Book With 100 Stickers,https://www.amazon.in/My-First-Transport-Sticker-Book/dp/9388144988,,Wonder House Books, 25 November 2018,4.5,955.0,229.0,
Addition and Subtraction Activity Book For Children - 80+ Activities Inside,https://www.amazon.in/Addition-Subtraction-Activity-Book-Children/dp/9354402380,,Wonder House Books, 30 July 2022,5.0,1.0,139.0,
ADMINISTRATION & FINANCE: COMPETITIVE EXAM RESOURCE BOOK- (KVS / NVS/ EMRS) (Hindi Edition),https://www.amazon.in/ADMINISTRATION-FINANCE-COMPETITIVE-RESOURCE-BOOK-ebook/dp/B087QGG5SD,Hindi Edition ,DR. SHASHIKANT GAIKWAD, 26 April 2020,3.6,5.0,0.0,
"All-Time Favourites for Children: Classic Collection of 25+ most-loved, great stories by famous award-winning author (Illustrated, must-read fiction short stories for kids)",https://www.amazon.in/All-Time-Favourites-Children-award-winning-Illustrated/dp/0143451936,,Ruskin Bond, 21 May 2021,4.6,1248.0,250.0,
"Karma: A Yogi's Guide to Crafting Your Destiny | Spirituality, Self-improvement & Self help books by Sadhguru | Penguin",https://www.amazon.in/Karma-PUBLISHERS-BESTSELLER-spirituality-self-improvement/dp/0143452673,,Sadhguru, 27 April 2021,4.7,10406.0,299.0,"Health, Fitness & Nutrition"
Elpu and The Enchanted Book,https://www.amazon.in/Elpu-Enchanted-Book-Kuvam-Gupta/dp/B0BQMY9B8Y,,Kuvam Gupta, 20 December 2022,,,299.0,
Origami - Step-by-Step Introduction To The Art of Paper-Folding - Activity Book For Children - Level 1: Beginners,https://www.amazon.in/Origami-Step-Step-Introduction-Paper-Folding/dp/9354404928,,Wonder House Books, 20 October 2022,,,199.0,
World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books) (Hindi),https://www.amazon.in/Worlds-Greatest-Personal-Growth-Wealth/dp/9390391512,Hindi Edition ,Various, 1 September 2020,4.4,1646.0,750.0,
Think and Grow Rich (Hindi),https://www.amazon.in/Think-Grow-Rich-Hindi-Napoleon/dp/8175993561,Hindi Edition ,Napoleon Hill, 1 March 2016,4.3,6186.0,175.0,Commerce
"Microsoft Office 365 for Beginners 2023: (9 Books in 1) The Complete Easy-to-Follow Guide to Become a Pro | Includes Excel, Word, PowerPoint, OneNote, OneDrive, OutLook, Teams, Access and Publisher",https://www.amazon.in/Microsoft-Office-Beginners-Easy-Follow-ebook/dp/B0BR2XX21Y,,Francisco Craney, 24 December 2022,,,0.0,
"Samanya Prabandhan MP Patwari, ARO, Jan Sampark Adhikari and other Exams Pramesh Universal India | General Management",https://www.amazon.in/Samanya-Prabandhan-Adhikari-Universal-Management/dp/B0BN4CFKNW,Hindi Edition ,"Nidhi Singh Parihar, Dinesh Singh Chauhan, et al.", 21 November 2022,4.0,9.0,300.0,
Motivation- Colouring Book for Adults: Adult Colouring Book for Peace & Relaxation,https://www.amazon.in/Motivation-Adult-Colouring-Peace-Relaxation/dp/9387177033,,Dreamland Publications, 1 January 2021,4.5,2304.0,180.0,Painting Books
The Power of A Positive Attitude: Your Road To Success,https://www.amazon.in/Power-Positive-Attitude-Your-Success/dp/9389432642,,Roger Fritz  and Ph.D. Edited by Arthur R. Pell, 1 September 2019,4.4,2942.0,150.0,Language Learning & Teaching
"Cursive Writing Books (Set of 5 Books) (Handwriting Practice Books) - Small Letters, Capital Letters, Joining Letters, Sentences, Words for Age 3-7: ... Letters, Joing Letters, Sentences, Words",https://www.amazon.in/Cursive-Writing-Books-Set/dp/9388304128,,Maple Press, 1 October 2018,4.4,1017.0,430.0,
"Isapniti Book in Marathi, Story Books Combo Pack for Kids, Children Literature, Moral stories, इसापनीती बाल कथा, छान छान गोष्टी पुस्तके, लहान मुलांच्या गोष्टीचे पुस्तक, बोधकथा",https://www.amazon.in/Isapniti-Children-Literature-%E0%A4%87%E0%A4%B8%E0%A4%BE%E0%A4%AA%E0%A4%A8%E0%A5%80%E0%A4%A4%E0%A5%80-%E0%A4%AE%E0%A5%81%E0%A4%B2%E0%A4%BE%E0%A4%82%E0%A4%9A%E0%A5%8D%E0%A4%AF%E0%A4%BE/dp/B09C1SKFM6,Marathi Edition ,Baba Bhand, 1 January 2017,4.2,96.0,200.0,
HOTNIX Magic Practice Copy Books Set of 4 Magic Writing & Drawing Books Kit Calligraphy Books for kids Alphabets for Kids Learning Handwriting Practice Copybook for Kids With Pen set for Preschooler,https://www.amazon.in/Practice-Calligraphy-Alphabets-Handwriting-Preschooler/dp/B09TTHCZ4Q,,HOTNIX, 2 March 2022,3.9,300.0,599.0,
"Master English Pronunciation & Intonation Like A Pro: The 52 Complete Pronunciation, Intonation & Stress Lessons, Rules & Guides with Clear Explanations ... and Intonation Like A Pro Book 3)",https://www.amazon.in/Master-English-Pronunciation-Intonation-Like-ebook/dp/B0BR8C1XHK,,"Matthew  Roberts  , Anna  Brown , et al.", 27 December 2022,,,0.0,
"Chandan sir's Arithmetic Class Notes, Bilingual (English/Telugu)",https://www.amazon.in/Chandan-Arithmetic-Bilingual-English-Telugu/dp/B0BLSMG9BP,Telugu Edition ,Chandan Kumar Venna, 1 January 2022,4.6,107.0,599.0,
The Book of Everlasting Things: A Novel,https://www.amazon.in/Book-Everlasting-Things-Novel-ebook/dp/B0BJ7N6LVS,,Aanchal Malhotra, 27 December 2022,3.0,2.0,799.0,
SSC CGL Mains (TIER - II) Mathematics by RAJA SIR | 28 Sets (2010 to 2021/22) 2800 PYQs |Yearwise and Topicwise | Bilingual | Complete Solutions and Analytics,https://www.amazon.in/SSC-CGL-Mains-TIER-Mathematics/dp/B0BPSQX6P4,,Raja Sir, 9 December 2022,4.9,30.0,499.0,
"My Little Book of Krishna: Illustrated board books on Hindu mythology, Indian gods & goddesses for kids age 3+; A Puffin Original.",https://www.amazon.in/Little-Book-Krishna-Illustrated-mythology/dp/0143453246,,"Penguin India, Ashwitha Jayakumar , et al.", 9 August 2021,4.7,248.0,125.0,
Kindergarten Maths Assignment Book for Children Age 2- 5 Years | Early Learning Books,https://www.amazon.in/Kindergarten-Maths-Assignment-Dreamland-Publications/dp/9350899558,,NA, 1 January 2019,4.5,318.0,250.0,
Activity Book : My First Pencil Control Activity Book- Practice Pattern writing for kids,https://www.amazon.in/Control-Activity-Practice-Pattern-writing/dp/9353762596,,Anjie Chatt, 20 January 2022,4.4,148.0,140.0,
PHYSICS WALLAH Aspire for JEE | Full Course (Main and Advance) Study Material for Class 11 | Complete 9 Books Set PCM Study Material (JEE 2023 Edition),https://www.amazon.in/PHYSICS-WALLAH-Advance-Material-Complete/dp/8195546935,,PW, 28 February 2022,4.4,235.0,2549.0,
SURA`S ISRO Assistant Upper Division Clerk(UDC) Exam Book in English Medium - Latest Updated Edition 2023,https://www.amazon.in/SURA%60S-Assistant-Division-English-Medium/dp/9395692707,,V.V.K. Subburaj, 21 December 2022,,,550.0,
Cityscape- Colouring Book for Adults,https://www.amazon.in/Cityscape-Adult-Colouring-Peace-Relaxation/dp/9386671964,,Dreamland Publications, 1 January 2021,4.4,353.0,180.0,
Examcart SSC Constable GD Practice Sets Book For 2023 Exam,https://www.amazon.in/Examcart-Constable-Practice-Sets-Book/dp/9355611854,,,,4.3,221.0,299.0,
The Book of Five Rings (Hardcover Library Edition),https://www.amazon.in/Book-Five-Rings-Hardcover-Library/dp/9389440556,,Miyamoto Musashi  and General Press, 20 September 2019,4.4,2612.0,345.0,Engineering & Technology
Best of Children’s Classics (Set of 5 Books): Perfect Gift Set for Kids,https://www.amazon.in/Best-Childrens-Classics-Set-Books/dp/9389432006,,"Antoine de Saint-Exupéry, J.M. Barrie, et al.", 1 August 2019,4.4,5547.0,850.0,Children's Mysteries & Curiosities
The Beginner's Guide To Intermittent Fasting: A practical handbook for understanding and implementing the most popular fasting protocols.,https://www.amazon.in/Beginners-Guide-Intermittent-Fasting-understanding-ebook/dp/B0BR2XPWVM,,Marilyne Renner, 24 December 2022,,,0.0,
The Bird with Golden Wings: Stories of Wit and Magic,https://www.amazon.in/Bird-Golden-Wings-Stories-Magic/dp/0143334255,,Sudha Murty, 27 January 2016,4.7,2956.0,199.0,
"Crowd Clicks® Kid's Magic Water Coloring Books Unlimited Fun with Drawing Reusable Water-Reveal Activity Pad, Chunky-Size Water Pen for Kids - Random Design [4 Books|4 pens]",https://www.amazon.in/Coloring-Unlimited-Reusable-Water-Reveal-Chunky-Size/dp/B0B4HFM8TV,,Hriman, 1 January 2022,4.1,19.0,999.0,
Dress Me Up Reusable Sticker Book,https://www.amazon.in/Dress-Me-Reusable-Sticker-Book/dp/9354405436,,Wonder House Books, 28 February 2022,,,364.0,
EKALAVYA YEAR BOOK 2023 CURRENT AFFAIRS WITH GENERAL STUDIES RAPID REVISION TELUGU MEDIUM BOOK,https://www.amazon.in/EKALAVYA-CURRENT-AFFAIRS-GENERAL-REVISION/dp/B0BQF5H7X6,Telugu Edition ,Ekalavya Publications and Adari Arjuna, 16 December 2022,5.0,2.0,189.0,
"The Magic of the Lost Temple: Illustrated, easy to read and much-loved first full length children’s fiction novel by Sudha Murty for ages 8–12: ... fiction novel by Sudha Murty for ages 8–12",https://www.amazon.in/Magic-Lost-Temple-Sudha-Murty/dp/014333316X,,Sudha Murty, 11 November 2015,4.6,7471.0,250.0,
"Brain Booster Activity Book Set (Set of 10 books) (Colourful Pages) - 3 Years to 5 Years Old - Learn and Practice ABC Capital and Small Letters, Mazes, Spot the Difference, Pencil Control, Dot to Dot, Mathematics - Fun Early Learning",https://www.amazon.in/Brain-Booster-Activity-Book-books/dp/9391924190,,Maple Press, 1 December 2021,4.2,146.0,400.0,
101 Witty Stories of Akbar and Birbal - Collection of Humorous Stories For Kids,https://www.amazon.in/101-Witty-Stories-Akbar-Birbal/dp/9390391709,,Wonder House Books, 1 January 2020,4.6,1162.0,599.0,
Mandala: Colouring books for Adults with tear out sheets,https://www.amazon.in/Mandala-Colouring-Books-Adults-Sheets/dp/938653861X,,Wonder House Books, 1 January 2018,4.5,3785.0,249.0,
My First Animal Sticker Book: Exciting Sticker Book With 100 Stickers,https://www.amazon.in/My-First-Animal-Sticker-Book/dp/9388144945,,Wonder House Books, 25 November 2018,4.4,1390.0,229.0,
Shlokas and Mantras For Kids - Illustrated Padded Board Book - Learn About India's Rich Culture and Tradition In Three Languages,https://www.amazon.in/Shlokas-Mantras-Kids-Illustrated-Tradition/dp/9354405169,,Wonder House Books, 31 August 2022,5.0,2.0,299.0,
The Beginner's Guide To Intermittent Fasting: A practical handbook for understanding and implementing the most popular fasting protocols.,https://www.amazon.in/Beginners-Guide-Intermittent-Fasting-understanding-ebook/dp/B0BR2XPWVM,,Marilyne Renner, 24 December 2022,,,0.0,
Dar / डर (उद्धार मौन के) By Acharya Prashant,https://www.amazon.in/Dar-%E0%A4%89%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%B0-%E0%A4%AE%E0%A5%8C%E0%A4%A8-Acharya-Prashant/dp/9392657404,Hindi Edition ,Acharya Prashant, 1 January 2015,4.7,226.0,450.0,Neuropsychology
Meri Pratham Hindi Sulekh Varnmala,https://www.amazon.in/Meri-Pratham-Hindi-Sulekh-Varnmala/dp/938836936X,Hindi Edition ,Wonder House Books, 20 April 2019,4.4,2349.0,175.0,
World’s Best Inspirational Books to Change Your Life (Box Set of 3 Books),https://www.amazon.in/Worlds-Best-Inspirational-Books-Change/dp/819489882X,,"Joseph Murphy Dale Carnegie, Napoleon Hill", 1 November 2020,4.6,985.0,599.0,Mysticism
108 Panchatantra Story Book for Kids (Hindi) (Illustrated) - Panchatantra Ki Kahaniyan,https://www.amazon.in/108-Panchatantra-Stories-Hindi-Illustrated/dp/9391129064,Hindi Edition ,Maple Press, 1 June 2021,4.4,599.0,160.0,
Shanti Publication Little Kids Story Books (Set of 16 books),https://www.amazon.in/Little-Kids-Story-Books-Set/dp/B07XY97XSS,,Shanti Publication, 1 January 2019,4.4,1861.0,480.0,
The Little Book of Good Things!,https://www.amazon.in/Little-Book-Good-Things/dp/9394613145,,Bhavya Doshi, 14 November 2022,5.0,13.0,499.0,
KVS MASTER PRT TGT PGT | Bilingual Book | Rohit Vaidwan | Adhyayan Mantra,https://www.amazon.in/MASTER-Bilingual-Vaidwan-Adhyayan-Mantra/dp/B0BJTWX8L4,Multilingual Edition ,Rohit Vaidwan, 19 November 2022,3.8,65.0,599.0,
My First 4 in 1 Alphabet Numbers Colours Shapes: Padded Board Books,https://www.amazon.in/First-Alphabet-Numbers-Colours-Shapes/dp/9387779564,,Wonder House Books, 1 January 2018,4.3,4254.0,299.0,Reading Skills
1001 Ultimate Brain Booster Activities for 3 to 6 Years Old Kids,https://www.amazon.in/Ultimate-Brain-Booster-Activities-Years/dp/8131958248,,Team Pegasus, 1 August 2021,4.5,147.0,495.0,
B.Ed. Guide Book for Gauhati University B.Ed. CET-2020,https://www.amazon.in/B-Ed-Guide-Gauhati-University-CET-2020-ebook/dp/B08LZXY9KT,,Kushal Saikia, 26 October 2020,4.4,10.0,0.0,
Fastrack Maths (Marathi),https://www.amazon.in/Fastrack-Maths-Marathi-Satish-Vase/dp/8194076900,Marathi Edition ,Satish vase, 1 January 2022,4.5,97.0,520.0,
"Vidyarthi Jeevan, Padhai aur Mauj / विद्यार्थी जीवन, पढ़ाई, और मौज by Acharya Prashant",https://www.amazon.in/Vidyarthi-Jeevan-%E0%A4%B5%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A5%80-Acharya-Prashant/dp/8194794544,Hindi Edition ,Acharya Prashant, 1 January 2020,4.7,95.0,550.0,
Activity Book for Kids - Maths for Age 6+,https://www.amazon.in/Activity-Book-Kids-Maths-Age/dp/9391924611,,Maple Press, 1 October 2021,4.5,195.0,95.0,
Indian Economy for UPSC CSE by StudyIQ | Indian Economy Book UPSC Book Latest Edition 2022,https://www.amazon.in/Indian-Economy-UPSC-StudyIQ-Latest/dp/B0B4GDF9RK,,StudyIQ Publications, 17 June 2022,4.4,234.0,699.0,
My Little Book of Ganesha,https://www.amazon.in/Little-Book-Ganesha-Illustrated-mythology/dp/0143453262,,Penguin India, 9 August 2021,4.7,250.0,125.0,
"SHNMN Sank Magic Practice Copybook, (4 BOOK +1 PEN + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic calligraphy books for kids Reusable Writing Tool",https://www.amazon.in/Practice-Preschoolers-Calligraphy-Practical-Lettering/dp/B09HY85DF7,by SHNMN,,233  ,699.0,,,
"Cambridge Ielts 16 Academic Student's Book With Answers: Authentic Examination Papers (Ielts Practice Tests) [paperback] Cambridge English [Jul 06, 2017]…",https://www.amazon.in/Cambridge-Ielts-Academic-Students-Answers/dp/B0B12QYJT9,,cambridge, 1 January 2020,4.4,130.0,250.0,
"My First Shaped Board book - Monkey, Die-Cut Animals, Picture Book for Children",https://www.amazon.in/My-First-Shaped-Board-book-Die-Cut-Animals-Picture-Children/dp/9354404022,,Wonder House Books, 15 December 2021,4.6,78.0,129.0,
SHIVAJI Maharaj CHARITRA book (Marathi Edition),https://www.amazon.in/SHIVAJI-Maharaj-CHARITRA-book-Marathi-ebook/dp/B09RMXCCKD,Marathi Edition ,Mrunal  bhide, 31 January 2022,,,150.0,
SSC CGL Mains (TIER - II) Mathematics by RAJA SIR | 28 Sets (2010 to 2021/22) 2800 PYQs |Yearwise and Topicwise | Bilingual | Complete Solutions and Analytics,https://www.amazon.in/SSC-CGL-Mains-TIER-Mathematics/dp/B0BPSQX6P4,,Raja Sir, 9 December 2022,4.9,30.0,499.0,
"My Little Book of Krishna: Illustrated board books on Hindu mythology, Indian gods & goddesses for kids age 3+; A Puffin Original.",https://www.amazon.in/Little-Book-Krishna-Illustrated-mythology/dp/0143453246,,"Penguin India, Ashwitha Jayakumar , et al.", 9 August 2021,4.7,248.0,125.0,
Kindergarten Maths Assignment Book for Children Age 2- 5 Years | Early Learning Books,https://www.amazon.in/Kindergarten-Maths-Assignment-Dreamland-Publications/dp/9350899558,,NA, 1 January 2019,4.5,318.0,250.0,
Activity Book : My First Pencil Control Activity Book- Practice Pattern writing for kids,https://www.amazon.in/Control-Activity-Practice-Pattern-writing/dp/9353762596,,Anjie Chatt, 20 January 2022,4.4,148.0,140.0,
Brilliant Brain Activity Book 3+,https://www.amazon.in/Brilliant-Brain-Activity-Book-3/dp/9389281016,,Dreamland Publications, 19 October 2019,4.5,3571.0,250.0,
PHYSICS WALLAH Aspire for JEE | Full Course (Main and Advance) Study Material for Class 11 | Complete 9 Books Set PCM Study Material (JEE 2023 Edition),https://www.amazon.in/PHYSICS-WALLAH-Advance-Material-Complete/dp/8195546935,,PW, 28 February 2022,4.4,235.0,2549.0,
"Indian Polity for UPSC (1st Edition) by Study IQ | Indian Polity Book for UPSC CSE, State PCS & Other Govt. Exams",https://www.amazon.in/Indian-Polity-Study-State-Other/dp/B0BGH1F7Q6,,StudyIQ Publications, 25 September 2022,4.4,79.0,849.0,
My First Shaped Board Book: Illustrated Lord Shiva Hindu Mythology Picture Book for Kids Age 2+ (Indian Gods and Goddesses),https://www.amazon.in/First-Shaped-Board-Book-Illustrated/dp/9354401597,,,,4.5,31.0,125.0,
"Garbha Sanskar Book ""Garbhavastha 90"" World's First book explaining and practicalizing 90 spiritual and psychological activities during/before pregnancy. (G90_GUJARATI)",https://www.amazon.in/Garbhavastha-explaining-practicalizing-psychological-G90_GUJARATI/dp/B0BDL5RHL1,Gujarati Edition ,"Ashish A Bhalani, Virendra V Vaishnav, et al.", 3 June 2022,5.0,3.0,2999.0,
SSC CGL Tier 2 Computer Knowledge Book Hindi Medium,https://www.amazon.in/Tier-Computer-Knowledge-Hindi-Medium/dp/B0BP77LJG4,Hindi Edition ,Pinnacle Publications, 5 December 2022,,,460.0,
Zen Sangam Mandala Young Adults Colouring Book : Experts (Level 5),https://www.amazon.in/Sangam-Mandala-Young-Adults-Colouring/dp/B07VHS6FRC,,,,4.4,1377.0,200.0,
ROOT WORD BOOK Word Power,https://www.amazon.in/Word-Power-Manisha-Bansal/dp/B07C4ZQ7FT,,Manisha Bansal, 14 October 2018,4.3,1144.0,350.0,Uttar Pradesh (UPSSC)
"One Day, Life Will Change: A story of love and inspiration to win life when it hits you hard . . .",https://www.amazon.in/One-Day-Life-Will-Change/dp/9389717841,,Saranya Umakanthan, 1 March 2020,4.4,2074.0,199.0,Reincarnation
"Panchatantra Story (Hindi) (Set of 5 Books) - Colourful Story Books for Kids - Animal tales from Ancient India - The Turtle and the Swan, The Monkey ... The Friendly Rats, The Pigeons and the Rats",https://www.amazon.in/Panchatantra-Story-Hindi-Set-Books/dp/9390292549,Hindi Edition ,Maple Press, 1 January 2020,4.4,208.0,275.0,
Copy Colour - Fruits,https://www.amazon.in/Copy-Colour-Fruits-Books/dp/1730174841,,Dreamland Publications, 1 January 2011,4.3,3434.0,80.0,
Textbook of Biochemistry for Medical Students,https://www.amazon.in/Textbook-Biochemistry-Medical-Students-Vasudevan/dp/935465648X,,"DM Vasudevan, Sreekumari S, et al.", 31 October 2022,4.8,11.0,1695.0,Biochemistry
Dinosaur World - Lift The Flap Book with Bright and Colourful Pictures- Early Learning Book for Children Age 3-6 Years,https://www.amazon.in/Dinosaur-World-Colourful-Pictures-Learning/dp/8195163211,,Dreamland Publications, 10 August 2021,4.5,260.0,200.0,
Cambridge IELTS 15 Academic Student's Book with Answers with Audio with Resource Bank: Authentic Practice Tests (IELTS Practice Tests) NEW EDITION,https://www.amazon.in/Cambridge-Academic-Students-Answers-Resource/dp/B09PZ1XVVN,,,,4.3,61.0,555.0,
"The Greatest Self-Help Book (is the one written by you): A Journal: A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.in/Greatest-Self-Help-Book-one-written/dp/1035005204,,"Vex King , Kaushal , et al.", 8 December 2022,4.5,43.0,750.0,Creativity
"3H Learning 288 Page English Cursive Writing Practice All-in-One Levels 1, 2 & 3 Combo Books / Legible everyday Handwriting Practice thru’ Pencil Control Improvement for Early Learners Aged 3-10 Years",https://www.amazon.in/PractiZ-All-One-Kindergarten-Learning-2018/dp/B07288C9MC,,3H Learning, 1 January 2018,4.4,609.0,375.0,
"My First Shaped Board Book - Dog, Die-Cut Animals, Picture Book for Children",https://www.amazon.in/My-First-Shaped-Board-Book-Die-Cut-Animals-Picture-Children/dp/935440393X,,Wonder House Books, 15 December 2021,4.8,40.0,125.0,
"Master English Intonation Like A Pro: The 20 Complete Intonation and Stress Lessons, Rules And Guides With Clear Explanations So You Can Speak English ... and Intonation Like A Pro Book 2)",https://www.amazon.in/Master-English-Intonation-Like-Pro-ebook/dp/B0BR88SK5V,,"Matthew  Roberts  , Anna  Brown , et al.", 27 December 2022,,,0.0,
"DPISZONE Sank Magic Practice Copybook, (4 BOOK + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool Simple Hand Lettering",https://www.amazon.in/DPISZONE-Preschoolers-Calligraphy-Practical-Lettering/dp/B09RPHY94T,,RAVIRANDAL, 1 January 2022,4.3,657.0,999.0,
"Greatest Ever Books on Self Development and Wealth Creation: A collection of 4 motivational masterpieces [Original Edition (Complete), PREMIUM PAPERBACK] ",https://www.amazon.in/Greatest-Books-Development-Wealth-Creation/dp/9355201281,,"Dale Carnegie, Joseph Murphy, et al.", 5 November 2021,4.2,88.0,595.0,
