name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Boya 2.4 ghz Omnidirectional Wireless Microphone System with 2 Transmitters & a Receiver for iOS Devices. MFI Certified. f...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71QiDt9CCgL._AC_UL320_.jpg,https://www.amazon.in/Boya-Omnidirectional-Microphone-Transmitters-Rechargeable/dp/B0BLNV2LCD/ref=sr_1_1507?qid=1679133188&s=musical-instruments&sr=1-1507,,,"₹3,790","₹4,750"
TECHBLAZE Combo of Acoustic Guitar One Handed Trigger Quick Change Capo with Wall Mount Hanger/Hook with 6 Strings & 5 Pic...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71lrOt48ffL._AC_UL320_.jpg,https://www.amazon.in/TECHBLAZE-Acoustic-Trigger-Strings-Accessory/dp/B09X5P4C64/ref=sr_1_1508?qid=1679133188&s=musical-instruments&sr=1-1508,4.1,7,₹447,₹999
Octra World Piano Keyboard 37 Keys- Multi-Function Portable Piano Keyboard Electronic Organ with Charging Function for Beg...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61NWufx1sQL._AC_UL320_.jpg,https://www.amazon.in/Octra-Multi-Function-Electronic-Beginners-Chargeable/dp/B091CNZBRD/ref=sr_1_1509?qid=1679133188&s=musical-instruments&sr=1-1509,3.3,15,"₹1,099","₹2,899"
"Alto Professional TX308 350W Active PA XLR Speaker with 8"" Woofer for Mobile DJ and Musicians, Small Venues, Ceremonies an...","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/91V67a+DWrS._AC_UL320_.jpg,https://www.amazon.in/Alto-Professional-TX308-Musicians-Ceremonies/dp/B097J3YCDR/ref=sr_1_1510?qid=1679133188&s=musical-instruments&sr=1-1510,4.0,7,"₹18,699","₹19,900"
"Kadence Acoustic Mandolin Red, A style, F Holes, 8 strings.","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61rlSnlEsZL._AC_UL320_.jpg,https://www.amazon.in/Kadence-Acoustic-Mandolin-style-strings/dp/B09QKW3DDF/ref=sr_1_1511?qid=1679133188&s=musical-instruments&sr=1-1511,4.8,7,"₹6,499","₹8,250"
"Alesis V49 MKII, Black","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71n5GVVYhfL._AC_UL320_.jpg,https://www.amazon.in/Alesis-V49-MKII-Black/dp/B09GX9DQ8N/ref=sr_1_1512_mod_primary_new?qid=1679133188&s=musical-instruments&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1512,4.4,117,"₹11,038","₹12,823"
SPYKART™ Digital Noise Cancellation Clip Collar Mic Condenser for YouTube Video | Interviews | Lectures | News | Travel Vi...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/4186NIolwTL._AC_UL320_.jpg,https://www.amazon.in/SPYKARTTM-Cancellation-Condenser-Interviews-Lectures/dp/B08FYB13LH/ref=sr_1_1513?qid=1679133188&s=musical-instruments&sr=1-1513,3.5,9,₹249,"₹1,299"
"Nadsadhna Guitar Strap, Guitar, Accessory, Strap, Belt, 2""- Black","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/81W581gB91L._AC_UL320_.jpg,https://www.amazon.in/Nadsadhna-Guitar-Strap-Accessory-Black/dp/B00Y0EWUFK/ref=sr_1_1514?qid=1679133188&s=musical-instruments&sr=1-1514,3.7,62,₹150,₹299
KARUNA Electrometal Violin Strings Set Sold By Chennai Musicals,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71CsBe6LstL._AC_UL320_.jpg,https://www.amazon.in/KARUNA-Electrometal-Strings-Chennai-Musicals/dp/B07KDB5DW4/ref=sr_1_1515?qid=1679133188&s=musical-instruments&sr=1-1515,4.1,135,₹249,₹300
Gamma Audio Guitar Plectrums Pick Set Triangle Guitar Finger Pick (Pack of 5) Multicolor,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61bWUcsy0qL._AC_UL320_.jpg,https://www.amazon.in/Gamma-Audio-Plectrums-Triangle-Multicolor/dp/B09SHHKSV4/ref=sr_1_1516?qid=1679133188&s=musical-instruments&sr=1-1516,3.3,7,,₹299
"hayden Wireless Microphone Set, UHF Karaoke Dynamic Handheld mic with Type c Rechargeable Receiver & Hand Mike System 6.35...","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51easEXJheL._AC_UL320_.jpg,https://www.amazon.in/hayden-Wireless-Microphone-Rechargeable-Amplifier/dp/B0BNZK65N2/ref=sr_1_1517?qid=1679133188&s=musical-instruments&sr=1-1517,5.0,3,,
Vilayat Khani Style Set Of Sitar Strings And Sympathetic Tarabh 6+13 Roselu,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/91Oeh77rGXL._AC_UL320_.jpg,https://www.amazon.in/Vilayat-Strings-Sympathetic-Tarabh-Roselu/dp/B09V8BF8Y1/ref=sr_1_1518?qid=1679133188&s=musical-instruments&sr=1-1518,5.0,2,₹650,₹800
HKeCART 3-Pin XLR Female to Female Audio Microphone Mic Plug Cord Adapter Coupler Extender/Cable Joiner/Connector,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61S99SW44PL._AC_UL320_.jpg,https://www.amazon.in/HKeCART-Microphone-Adapter-Extender-Connector/dp/B07L5FVQY2/ref=sr_1_1516?qid=1679133189&s=musical-instruments&sr=1-1516,,,₹397,₹999
Blackstar FLY3BLUE Bluetooth Mini Amplifier,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ZrIa1C7sL._AC_UL320_.jpg,https://www.amazon.in/Blackstar-FLY3BLUE-Bluetooth-Mini-Amplifier/dp/B06X3QVW5W/ref=sr_1_1517?qid=1679133189&s=musical-instruments&sr=1-1517,4.7,245,"₹10,150","₹12,160"
PROMARK LA7AW LA Special Drum Sticks Pair -7A Size,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41lKsBLj2YL._AC_UL320_.jpg,https://www.amazon.in/Promark-LA7AW-Wood-Stick-0-495-0-512-Inch/dp/B0002D0R94/ref=sr_1_1518?qid=1679133189&s=musical-instruments&sr=1-1518,4.3,119,₹505,₹550
Kala KA-15S Mahogany Soprano Ukulele,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/714g8mzwDpL._AC_UL320_.jpg,https://www.amazon.in/Kala-KA-15S-Mahogany-Soprano-Ukulele/dp/B001LU1SFO/ref=sr_1_1519?qid=1679133189&s=musical-instruments&sr=1-1519,4.6,"3,017","₹4,350","₹8,300"
"Verilux® Conference USB Microphone for PC Laptop, Noise Cancellation Condenser Mic with 360° Omnidirectional, Plug and Pla...","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81iwPS64njL._AC_UL320_.jpg,https://www.amazon.in/Conference-Microphone-Cancellation-Mic-Omnidirectional/dp/B09WHQYZ3J/ref=sr_1_1520?qid=1679133189&s=musical-instruments&sr=1-1520,4.1,11,"₹2,752","₹3,770"
Kala KA-C Satin Mahogany Concert Ukulele,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61jC-FCMiaL._AC_UL320_.jpg,https://www.amazon.in/Kala-KA-C-Mahogany-Concert-Ukulele/dp/B00172YM40/ref=sr_1_1521?qid=1679133189&s=musical-instruments&sr=1-1521,4.6,597,"₹6,999","₹15,199"
PAL MUSIC HOUSE Musical Instruments 5 Inch Damaru Meditation Kirtan Shiv Damroo Percussion,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Yl5nP2BGL._AC_UL320_.jpg,https://www.amazon.in/PAL-Musical-Instruments-Meditation-Percussion/dp/B07YWPC16Y/ref=sr_1_1522?qid=1679133189&s=musical-instruments&sr=1-1522,3.7,33,₹249,₹350
JBL Professional 305PMKII-EU 5-inch 2-Way Powered Studio Monitor (Black),"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/617j+BoDVGL._AC_UL320_.jpg,https://www.amazon.in/JBL-Professional-305PMKII-EU-Powered-Monitor/dp/B077N2GQXC/ref=sr_1_1523?qid=1679133189&s=musical-instruments&sr=1-1523,4.4,"1,552","₹12,900","₹19,273"
Samson Carbon 49 USB MIDI Controller,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61owGqx5kvL._AC_UL320_.jpg,https://www.amazon.in/Samson-Carbon-49-MIDI-Controller/dp/B0077AMUFY/ref=sr_1_1524?qid=1679133189&s=musical-instruments&sr=1-1524,4.3,271,"₹8,300","₹11,454"
"Planet Waves 1CBK2-10 Black Celluloid Guitar Picks, 10 pack, Light","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61j2QSsqxdL._AC_UL320_.jpg,https://www.amazon.in/Planet-Waves-Black-Celluloid-Guitar/dp/B001PGXIX4/ref=sr_1_1525?qid=1679133189&s=musical-instruments&sr=1-1525,4.6,383,₹320,₹400
kh Duel Cordless VHF Professional with 2 VHF Series Wireless/Cordless Microphones Wireless Microphone,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61IhD6tsdFL._AC_UL320_.jpg,https://www.amazon.in/Cordless-Professional-Wireless-Microphones-Microphone/dp/B0B74CBSDC/ref=sr_1_1526?qid=1679133189&s=musical-instruments&sr=1-1526,2.9,5,"₹1,889","₹2,999"
"PAL MUSIC HOUSE® Highland Rosewood Bagpipe Chante with 2 reeds, 1 Piece Brown","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/618vcX7-GRL._AC_UL320_.jpg,https://www.amazon.in/PAL-MUSIC-HOUSE-Highland-Rosewood/dp/B07JR91ZM7/ref=sr_1_1527?qid=1679133189&s=musical-instruments&sr=1-1527,2.9,4,₹850,"₹1,560"
Generic ABS Injection Molding Square Microphone Station Logo -Black,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51AT6l8pBiL._AC_UL320_.jpg,https://www.amazon.in/Generic-Injection-Molding-Microphone-Station/dp/B019EUNQUM/ref=sr_1_1531?qid=1679133189&s=musical-instruments&sr=1-1531,3.6,15,₹249,₹499
"Bajaao UKB8B Ukulele Padded Bag for Baritone & Tenor Ukulele Compatible With Vault, Kala, Mahalo & Pluto- 8 MM Padding","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31AMyphi2ML._AC_UL320_.jpg,https://www.amazon.in/Bajaao-Ukulele-Bag-Tenor-padding/dp/B07V5T6J4Z/ref=sr_1_1532?qid=1679133189&s=musical-instruments&sr=1-1532,3.9,13,₹599,"₹1,299"
Rode Lavalier Go Professional-Grade Wearable Lapel Microphone White Color Edition,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41kTNNJRk-L._AC_UL320_.jpg,https://www.amazon.in/Rode-Lavalier-Professional-Grade-Wearable-Microphone/dp/B087HY145N/ref=sr_1_1533?qid=1679133189&s=musical-instruments&sr=1-1533,4.6,480,"₹7,100","₹7,999"
SAHAR TRADERS Professional Handmade Indian Musical Instrument Wooden Dholak (Yellow) (Blue),"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/613I1ualQVL._AC_UL320_.jpg,https://www.amazon.in/TRADERS-Professional-Handmade-Musical-Instrument/dp/B0BVHY7C7W/ref=sr_1_1534?qid=1679133189&s=musical-instruments&sr=1-1534,,,₹499,₹999
Aroma AGS-03 Folding Guitar Stand Guitar Frame Plastic Rack For Guitar,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41H1WH9JN3L._AC_UL320_.jpg,https://www.amazon.in/Aroma-AGS-03-Folding-Guitar-Plastic/dp/B01KTJ7CA2/ref=sr_1_1535?qid=1679133189&s=musical-instruments&sr=1-1535,4.0,74,₹649,₹700
TECHBLAZE Guitar Wall Mount Hook Hanger Auto-Lock Holder with Screws Strong & Soft Padding Guitar Stand for Acoustic Elect...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/616RVUD0m5L._AC_UL320_.jpg,https://www.amazon.in/TECHBLAZE-Auto-Lock-Acoustic-Electric-Mandolin/dp/B09RKCFGZG/ref=sr_1_1536?qid=1679133189&s=musical-instruments&sr=1-1536,4.3,37,₹428,₹999
"JUAREZ Junior JJ50KB 37 KEYS Multi-function Electronic Keyboard/Piano for Kids, Black","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71CMEuYmd9L._AC_UL320_.jpg,https://www.amazon.in/JUAREZ-JJ50KB-Multi-function-Electronic-Keyboard/dp/B08J4WKKZT/ref=sr_1_1537?qid=1679133189&s=musical-instruments&sr=1-1537,3.6,156,"₹1,049","₹1,990"
Radhe Flutes PVC Fiber A Natural Bansuri Base Octave RIGHT Handed With VELVET COVER,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61-+VWtxM-L._AC_UL320_.jpg,https://www.amazon.in/Radhe-Flutes-Natural-Bansuri-Octave/dp/B08CVKY3MS/ref=sr_1_1538?qid=1679133189&s=musical-instruments&sr=1-1538,4.3,19,₹619,₹899
kimloo Noise Cancellation Clip Collar Mic 2.0 Meter Condenser for YouTube Video | Interviews | Lectures | News | mic for M...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ne-KYMX1L._AC_UL320_.jpg,https://www.amazon.in/Cancellation-Condenser-Youtube-Interviews-Lectures/dp/B08M9853RS/ref=sr_1_1539?qid=1679133189&s=musical-instruments&sr=1-1539,3.3,92,₹278,₹999
"Blueberry Red Cover Bag and Dust Cover Suitable for Casio SA-77, Casio SA-80, Casio SA-81 Mini Keyboard","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61TdHb1GsRL._AC_UL320_.jpg,https://www.amazon.in/Blueberry-Cover-Suitable-SA-77-Keyboard/dp/B07H2DXD76/ref=sr_1_1540?qid=1679133189&s=musical-instruments&sr=1-1540,3.8,29,₹474,"₹1,095"
D'Addario Acoustic Guitar String 85/15 Bronze.009-045-Set EZ890,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51svBvQlWbL._AC_UL320_.jpg,https://www.amazon.in/DAddario-Acoustic-Guitar-Bronze-009-045-Set-EZ890/dp/B08LBMSX3X/ref=sr_1_1541?qid=1679133189&s=musical-instruments&sr=1-1541,4.2,43,₹410,₹450
SKYLARK INTERNATIONAL� Bongo Drum Blue Color With Gig Bag,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81VIdU-wraL._AC_UL320_.jpg,https://www.amazon.in/Skylark-Musicals-Bongo-Drum-Color/dp/B084ZJKT5R/ref=sr_1_1542?qid=1679133189&s=musical-instruments&sr=1-1542,3.8,13,₹849,"₹1,299"
MAGA MART Handmade Percussion Hand Cymbals Brass Manjira Pair - Indian Musical Instrument M.M,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71AD5eSNaPL._AC_UL320_.jpg,https://www.amazon.in/MAGA-MART-Handmade-Percussion-Cymbals/dp/B09LYW4JVG/ref=sr_1_1540?qid=1679133190&s=musical-instruments&sr=1-1540,4.1,5,₹154,₹399
"SM'SAI MUSICALS Saxophone Gold Polish Siko Mouthpiece With Gloves, 2 Reed, Belt and Hard case Cover","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/31QKph09KBL._AC_UL320_.jpg,https://www.amazon.in/SMSAI-MUSICALS-Saxophone-Polish-Mouthpiece/dp/B0BD5LQ2ZJ/ref=sr_1_1541?qid=1679133190&s=musical-instruments&sr=1-1541,4.0,1,"₹8,899","₹12,499"
Sonic Plumber SC7 3.5mm (1/8inch) TRS Male to 3.5mm (1/8inch) TRRS Male Cable/Adapter to connect Rode VideoMic series with...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61Loh+k5tPS._AC_UL320_.jpg,https://www.amazon.in/Sonic-Plumber-SC7-Adapter-VideoMic/dp/B097QBTZTT/ref=sr_1_1542?qid=1679133190&s=musical-instruments&sr=1-1542,4.0,19,₹650,₹850
"GC-SL Silver One Handed Trigger Guitar Metal Capo Quick Change For Ukulele, Electric And Acoustic Guitars,","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/31X8nKQk2ZL._AC_UL320_.jpg,https://www.amazon.in/GC-SL-Trigger-Ukulele-Electric-Acoustic/dp/B0BVZ4LGXD/ref=sr_1_1543?qid=1679133190&s=musical-instruments&sr=1-1543,,,,
Classical musical instruments Happy drum Tongue drum Steel Drum 7 inch tune in (E) scale 8 note,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/91Fjf2Op4BL._AC_UL320_.jpg,https://www.amazon.in/Classical-Happy-drum-Steel-Drum/dp/B08L9KRMTG/ref=sr_1_1544?qid=1679133190&s=musical-instruments&sr=1-1544,3.6,4,"₹2,000","₹9,000"
HAKUHO 2 Meter/6.5 feet Mic Cable Cords - XLR Male to XLR Female Colored Cables - 6 Pack (2 Meter/6.5 Feet),"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/719X9bYlaWL._AC_UL320_.jpg,https://www.amazon.in/HAKUHO-Meter-feet-Cable-Cords/dp/B0B4KFJH7B/ref=sr_1_1545?qid=1679133190&s=musical-instruments&sr=1-1545,5.0,4,"₹1,499","₹2,999"
Powerpak G3001L-P Electronic Drum Set Built-in Li-Battery 2000mAh Roll Up Drum Pad Portable Rechargeable Drum Kit with Hea...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/41srJ7civBL._AC_UL320_.jpg,https://www.amazon.in/Powerpak-Electronic-Drum-Li-Battery-Rechargeable/dp/B08B3Y2VZQ/ref=sr_1_1546?qid=1679133190&s=musical-instruments&sr=1-1546,3.3,58,"₹4,458.35","₹7,000"
"Juarez ST38 Electric Guitar Kit/Set, Right Handed, Blue, With Case/Bag & Picks","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71udToZJEcL._AC_UL320_.jpg,https://www.amazon.in/Juarez-ST38-Electric-Guitar-Handed/dp/B0758HH2RT/ref=sr_1_1547?qid=1679133190&s=musical-instruments&sr=1-1547,3.8,186,"₹5,749","₹14,990"
"Evans Clear 300 Snare Side Drum Head, 14 Inch","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61gn4JoMbtL._AC_UL320_.jpg,https://www.amazon.in/Evans-Clear-Snare-Side-Drum/dp/B0002D0H8U/ref=sr_1_1548?qid=1679133190&s=musical-instruments&sr=1-1548,4.6,"1,736","₹1,399","₹1,490"
"Bestie toys® 32 Key Blow Piano (Pianica) Portable with Carrying Bag, Short and Long Mouthpieces for Beginners Kids Gift (B...","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71+xTEAl2RL._AC_UL320_.jpg,https://www.amazon.in/Bestie-Portable-Carrying-Mouthpieces-Beginners/dp/B08PRQV3HD/ref=sr_1_1549?qid=1679133190&s=musical-instruments&sr=1-1549,4.1,70,"₹1,499","₹1,999"
"AHUJA PS300TM 10 Watt Speaker, Multicolor","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51iIqpLf3oL._AC_UL320_.jpg,https://www.amazon.in/AHUJA-PS300TM-10-Watt-Speaker/dp/B09Z6QY96V/ref=sr_1_1550?qid=1679133190&s=musical-instruments&sr=1-1550,4.4,8,"₹2,008","₹2,325"
"Roland TD-1DMK Electronic V-Drums include Stand, Black (Roland TD-1DMK V-Drums)","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51JJ4y6SQlL._AC_UL320_.jpg,https://www.amazon.in/Roland-TD-1DMK-Electronic-V-Drums-include/dp/B07JZNWVRJ/ref=sr_1_1551?qid=1679133190&s=musical-instruments&sr=1-1551,4.0,18,"₹69,499","₹84,825"
Nektar Impact GX49 49-Key Full-Size Velocity-Sensitive USB Midi Keyboard Controller with Nektar DAW Integration and Free P...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/41DBWoH30PS._AC_UL320_.jpg,https://www.amazon.in/Nektar-Impact-GX49-Keyboard-Controller/dp/B01EN0G8AI/ref=sr_1_1555?qid=1679133190&s=musical-instruments&sr=1-1555,4.3,724,"₹10,990","₹12,200"
"Medellin 38"" Acoustic Guitar premium wood with adjustable Truss-rod, free online learning course, Set Of Strings, Strap, B...","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61JcBbVztvL._AC_UL320_.jpg,https://www.amazon.in/Medellin-Acoustic-adjustable-Truss-rod-learning/dp/B0BMKHTNX1/ref=sr_1_1556?qid=1679133190&s=musical-instruments&sr=1-1556,3.7,7,"₹2,699","₹6,999"
ProMark LA5BW 5B Drum Sticks,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61qRefRHwVL._AC_UL320_.jpg,https://www.amazon.in/Promark-LA5BW-Drum-Sticks-5B/dp/B00D3JPVP4/ref=sr_1_1557?qid=1679133190&s=musical-instruments&sr=1-1557,3.9,36,₹530,₹590
Generic Imported Roll 30 Metre Copper Foil Tape 5mm Wide-57000513MG,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51InETCbIoL._AC_UL320_.jpg,https://www.amazon.in/Generic-Roll-Metre-Copper-Wide-57000513MG/dp/B01FY214DA/ref=sr_1_1558?qid=1679133190&s=musical-instruments&sr=1-1558,3.9,114,₹539,₹899
"Generic Ls Bd 01 Baby Dolak, Multi-Color","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71PLDkCUFyL._AC_UL320_.jpg,https://www.amazon.in/Generic-01-Baby-Dolak-Multi-Color/dp/B012CEMM1G/ref=sr_1_1559?qid=1679133190&s=musical-instruments&sr=1-1559,3.3,218,₹390,₹899
"Jim Dunlop 35001000031 Guitar Pick Holder, Black","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/81HjVcdwNVS._AC_UL320_.jpg,https://www.amazon.in/Jim-Dunlop-35001000031-Guitar-Holder/dp/B000EEHHBW/ref=sr_1_1560?qid=1679133190&s=musical-instruments&sr=1-1560,4.2,101,₹499,₹600
"Boya by M1 Lavalier Microphone for Smartphones, Canon, Nikon DSLR Cameras and Camcorders","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51JqMw-fLZL._AC_UL320_.jpg,https://www.amazon.in/Boya-ENTERPRISES-Microphone-Smartphone-Camcorder/dp/B07XDLCSSG/ref=sr_1_1561?qid=1679133190&s=musical-instruments&sr=1-1561,4.0,98,₹809,"₹1,995"
Radel Taalmala Digi-108 Digital Tabla,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/41psHYF68hL._AC_UL320_.jpg,https://www.amazon.in/Radel-Taalmala-Digi-108-Digital-Tabla/dp/B00Q4SV218/ref=sr_1_1562?qid=1679133190&s=musical-instruments&sr=1-1562,4.4,96,"₹7,099","₹7,750"
Mexa Compatible With Casio CTK- 860IN / 850IN / 810IN keyboard bag padded sponge quality with dust cover.,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71Fxu3kBsUL._AC_UL320_.jpg,https://www.amazon.in/casio-keyboard-bag-padded-quality/dp/B07X9NT4DC/ref=sr_1_1563?qid=1679133190&s=musical-instruments&sr=1-1563,4.2,32,₹899,"₹1,499"
"USB Type-C Professional Lavalier Lapel Microphone Directivity Condenser Mic for Android, USB C Microphone for YouTube Vlog...","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/41nfA4GZY2L._AC_UL320_.jpg,https://www.amazon.in/Professional-Microphone-Directivity-Condenser-Livestream/dp/B08RX4N4CZ/ref=sr_1_1564?qid=1679133190&s=musical-instruments&sr=1-1564,1.0,3,₹449,₹999
"FIFINE Dynamic USB Microphone, Computer Podcast Mic Kit with Mute Button Shock Mount Boom Arm Stand for Home Studio Record...","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61hiU5B16jL._AC_UL320_.jpg,https://www.amazon.in/Microphone-FIFINE-Recording-Streaming-K651/dp/B09FJDVFB6/ref=sr_1_1565?qid=1679133190&s=musical-instruments&sr=1-1565,4.6,242,"₹4,990","₹7,990"
Stream™ Head Band 3.5mm Unidirectional Head mic Flexible Wired Mic Plug & Play Condenser Lapel Microphone for Voice Amplif...,"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/319MQhx0ZML._AC_UL320_.jpg,https://www.amazon.in/Unidirectional-Condenser-Microphone-Amplifier-Presentations/dp/B097TN38WP/ref=sr_1_1566?qid=1679133190&s=musical-instruments&sr=1-1566,3.2,41,₹359,₹700
Metal Ball End Truss Rod Tool Adjustment Allen Wrench for Martin Guitar (5 mm),"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51kDrvnKXIL._AC_UL320_.jpg,https://www.amazon.in/Generic-Adjustment-Wrench-Martin-Guitar/dp/B01N90SK22/ref=sr_1_1564?qid=1679133192&s=musical-instruments&sr=1-1564,4.2,13,₹499,₹999
"Yamaha FS80C Acoustic Guitar Cutaway Concert Body With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrum...","tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51sndzatlAL._AC_UL320_.jpg,https://www.amazon.in/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B08XVV1WH7/ref=sr_1_1565?qid=1679133192&s=musical-instruments&sr=1-1565,3.8,9,"₹8,980","₹14,490"
Rode NT1A Studio Condenser Unidirectional Microphone (Black),"tv, audio & cameras",Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51YwjdzmOZL._AC_UL320_.jpg,https://www.amazon.in/Rode-Stereo-Matched-Condenser-Microphones/dp/B0002PSCQM/ref=sr_1_1566?qid=1679133192&s=musical-instruments&sr=1-1566,4.3,"5,569","₹22,499","₹25,000"
