name,author,genres,price
"You Only Live Once: The BRAND NEW laugh-out-loud, feel-good romantic comedy from Maxine Morrey",Maxine Morrey,Humour,299.0
101 Panchatantra Stories for Children: Colourful Illustrated Story book,Om Books Editorial Team,Humour,2999.0
TINKLE DOUBLE DIGEST 8,ANANT PAI,Humour,699.0
A MAN CALLED OVE (B FORMAT),Fredrik Backman,Humour,599.0
TINKLE DIGEST 1,ANANT PAI,Humour,399.0
101 Witty Stories of Akbar and Birbal - Collection of Humorous Stories For Kids,Wonder House Books,Humour,360.0
Saraswati,SANJANA KAPUR,Humour,240.0
The Illustrated Stories of Akbar and Birbal: Classic Tales From India,Wonder House Books,Humour,900.0
TINKLE DOUBLE DIGEST 5,ANANT PAI,Humour,599.0
Anxious People,Fredrik Backman,Humour,440.0
Anxious People,Fredrik Backman,Humour,196.0
Tales of Durga,SUBBA RAO,Humour,350.0
Cinema Speculation,Quentin Tarantino,Humour,57.0
WHAT IF? (REISSUE),Randall Munroe,Humour,125.0
Cleopatra and Frankenstein,Coco Mellors,Humour,250.0
Kubera,NIMMY CHACKO,Humour,375.0
Complete Book of Chess Strategy: Grandmaster Techniques from A to Z,Jeremy Silman,Humour,125.0
"The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition (The Hitchhiker's Guide to the Galaxy, 1)",Douglas Adams,Humour,399.0
Samvarnana and tapati,GAYATRI MADAN DUTT,Humour,3599.0
A Christmas Carol,Charles Dickens,Humour,250.0
Tinkle Digest 17,ANANT PAI,Humour,155.0
Maun Muskaan Ki Maar,Ashutosh Rana,Humour,225.0
THE CONCISE 48 LAWS OF POWER,Robert Greene,Humour,180.0
Wordsearch Challenge book 1: 200 themed wordsearch puzzles (Collins Wordsearches),Collins Puzzles,Humour,799.0
Scoredom (C.O.N.DOMS S.),Jame Stone,Humour,650.0
Dashavatar,KAMALA CHANDRAKANT,Humour,499.0
Pareekshit,B. R. BHAGWAT,Humour,239.0
What If?2: Additional Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Humour,299.0
Tinkle Digest 48,ANANT PAI,Humour,250.0
Butterfingers - 2: Goes Bonkers,Rajani Thindiath,Humour,580.0
TINKLE DOUBLE DIGEST 4,ANANT PAI,Humour,95.0
Tintin: Explorers on the Moon,Herge,Humour,125.0
The Ultimate Hitchhiker's Guide to the Galaxy: The Complete Trilogy in Five Parts,Douglas Adams,Humour,220.0
The Crab with Golden Claws (Tintin),Herge,Humour,1499.0
Prisoners of the Sun (Tintin),Herge,Humour,399.0
BORN A CRIME: STORIES FROM A SOUTH AFRICAN CHILDHOOD,Trevor Noah,Humour,225.0
Suppandi Volume 5: From Hired to Fired,Rajani Thindiath,Humour,250.0
Jim Corbett,TRIPTI NAINWAL,Humour,450.0
BUTTERFINGERS: TINKLE TALL TALES,Rajani Thindiath,Humour,699.0
Tinkle Digest 43,ANANT PAI,Humour,699.0
SUPPANDI VOL 3 : TINKLE COLLECTION (SUPPANDI : TINKLE COLLECTION),Rajani Thindiath,Humour,499.0
Tinkle Digest 13,ANANT PAI,Humour,94.0
Agastya,KAMALA CHANDRAKANT,Humour,149.0
Pradyumna,KAMALA CHANDRAKANT,Humour,699.0
Tinkle Digest 37,ANANT PAI,Humour,500.0
The King in a Parrot's Body,ANANT PAI,Humour,250.0
Everything I Know About Love: Now a Major BBC One Series,Dolly Alderton,Humour,580.0
TINKLE DOUBLE DIGEST 2,ANANT PAI,Humour,299.0
Born A Crime: Stories from a South African Childhood,Trevor Noah,Humour,899.0
TINKLE DOUBLE DIGEST 6,ANANT PAI,Humour,599.0
"PRIDE, PREJUDICE AND PUNDITRY: THE ESSENTIAL SHASHI THAROOR",Shashi Tharoor,Humour,225.0
Suppandi Volume 7: Fire Away,Rajani Thindiath,Humour,399.0
TINKLE DOUBLE DIGEST 7,ANANT PAI,Humour,229.0
Heroes of Hampi,SHALINI SRINIVASAN,Humour,139.0
Living Your Best Life: The perfect feel-good romance from Maxine Morrey,Maxine Morrey,Humour,250.0
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Humour,250.0
Tintin Paperback Boxed Set 23 titles,Hergé,Humour,299.0
The Red Sea Sharks (Tintin),Herge,Humour,299.0
The prince and the magician,LUIS FERNANDES,Humour,199.0
Life in the Uniform: Adventures of an IPS Officer in Bihar,Amit Lodha,Humour,750.0
The Complete Hitchhiker's Guide to the Galaxy Boxset,Douglas Adams,Humour,175.0
Tinkle Digest 50,ANANT PAI,Humour,250.0
Tom Gates 2: Excellent Excuses (And Other Good Stuff) (Tom Gates series),Liz Pichon,Humour,300.0
Padmini,YAGYA SHARMA,Humour,180.0
Cigars of Pharaoh (Tintin),Herge,Humour,150.0
Wordsearch Challenge book 2: 200 themed wordsearch puzzles (Collins Wordsearches),Collins Puzzles,Humour,430.0
King Kusha,KAMALA CHANDRAKANT,Humour,200.0
Mrs Funnybones: She's just like You and a lot like Me,Twinkle Khanna,Humour,599.0
Tintin in America,Herge,Humour,250.0
Ramnuja,CHAKRAVATI ANANTACHAR,Humour,599.0
SUPPANDI (VOL 4) : TINKLE COLLECTION (SUPPANDI : TINKLE COLLECTION),Rajani Thindiath,Humour,799.0
Stories of Birbal: 5-in-1,Anant Pai,Humour,499.0
The Black Island (Tintin),Herge,Humour,125.0
In The Land of Soviets (Tintin),Herge,Humour,250.0
The Pandit and The Milkmaid,GAYATRI MADAN DUTT,Humour,140.0
Tales of Yudhishthira,SUBBA RAO,Humour,2549.0
The Little Book of Sloth Philosophy (The Little Animal Philosophy Books),Jennifer McCartney,Humour,550.0
"Anxious People: The No. 1 New York Times bestseller, now a Netflix TV Series",Fredrik Backman,Humour,180.0
A Man Called Ove: Soon to be a major film starring Tom Hanks,Fredrik Backman,Humour,299.0
Vasavadatta,Meena Talim,Humour,345.0
Prahlad,KAMALA CHANDRAKANT,Humour,850.0
Parashurama,KAMALA CHANDRAKANT,Humour,250.0
Tintin in Tibet,Herge,Humour,199.0
Just Date and See: The BRAND NEW laugh-out-loud romantic comedy from Portia MacIntosh,Portia MacIntosh,Humour,999.0
ASTERIX ALBUM 02: ASTERIX AND THE GOLDEN SICKLE,René Goscinny,Humour,364.0
How to Win Friends and Influence People,Dale Carnegie,"Language, Linguistics & Writing",189.0
The Power of A Positive Attitude: Your Road To Success,Roger Fritz,"Language, Linguistics & Writing",250.0
Word Power Made Easy | Over a million copies sold Worldwide | With Self Assessment Activities | Ideal For IELTS & TOEFL Prepa,Norman Lewis,"Language, Linguistics & Writing",400.0
Speaking sKills,Dr. Vinay Bansal,"Language, Linguistics & Writing",599.0
Wren And Martin -high School English Grammar,"Rao N,D,V,Prasada","Language, Linguistics & Writing",249.0
My First Complete Learning Library: Boxset of 20 Board Books Gift Set for Kids (Horizontal Design),Wonder House Books,"Language, Linguistics & Writing",229.0
Jeevan Ke Adbhut Rahasya/जीवन के अद्भुत रहस्य: जीवन में कैसे पाएँ संतुलन और उद्देश्य by गौर गोपाल दास: Peaceful life begins w,गौर गोपाल दास,"Language, Linguistics & Writing",299.0
vashista 360 spoken english book,vamshi krishna,"Language, Linguistics & Writing",250.0
My First Little Librarian: Boxset of 12 Best Board Books for Kids,THE BOOK TREE,"Language, Linguistics & Writing",450.0
OXFORD ENGLISH MINI DICTIONARY 7TH EDITION,Dictionaries,"Language, Linguistics & Writing",175.0
The Art Of Dealing With People,Les Giblin,"Language, Linguistics & Writing",599.0
VOCABULARY PRODIGY - ENGLISH WITH NIMISHA BANSAL,NIMISHA BANSAL,"Language, Linguistics & Writing",160.0
Ambedkar's India,B.R.Ambedkar,"Language, Linguistics & Writing",480.0
Maila Aanchal/मैला आँचल,फणीश्वरनाथ रेणु,"Language, Linguistics & Writing",499.0
Everyday Vocabulary More Than 6100 Words,Kumkum Gupta,"Language, Linguistics & Writing",599.0
"Wanderers, Kings, Merchants: The Story of India through Its Languages",Peggy Mohan,"Language, Linguistics & Writing",299.0
English Grammar & Composition Very Useful for All Competitive Examinations,S.C. Gupta,"Language, Linguistics & Writing",495.0
Keeda Jadi Ki Khoj Mein,Anil Yadav/अनिल यादव,"Language, Linguistics & Writing",250.0
Madhushala,Harivansh Rai Bachchan,"Language, Linguistics & Writing",520.0
Rapidex English Speaking Course,Pustak Mahal Editorial Board,"Language, Linguistics & Writing",550.0
"The Art Of Public Speaking [Original Edition (Complete), PREMIUM PAPERBACK] ",Dale Carnegie with J. Berg Esenwein,"Language, Linguistics & Writing",95.0
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,"Language, Linguistics & Writing",699.0
Oxford Pocket English Dictionary - 11th Edition | For Everyday Use | 2 Billion + Words,Oxford Dictionaries,"Language, Linguistics & Writing",125.0
IELTS 16 General Training Student's Book with Answers with Audio with Resource Bank: Authentic Practice Tests With Answers (I,Cambridge University Press,"Language, Linguistics & Writing",471.0
Freedom from the Known,J Krishnamurti,"Language, Linguistics & Writing",250.0
How To Develop Self-Confidence And Influence People By Public Speaking (Hindi),Dale Carnegie,"Language, Linguistics & Writing",129.0
Key to Wren & Martin's Regular & Multicolour Edition of High School English Grammar & Composition,"Rao N,D,V,Prasada","Language, Linguistics & Writing",150.0
Must Know Medicine - The Ultimate OPD Companion,Abhinav Aggarwal,"Language, Linguistics & Writing",499.0
Blossom English Alphabet Writing Book (A) for Kids | Capital Letter Practice and Activities for Nursery Children | 70 Practic,TARGET PUBLICATIONS,"Language, Linguistics & Writing",125.0
Talk Like TED: The 9 Public Speaking Secrets of the World's Top Minds,Carmine Gallo,"Language, Linguistics & Writing",250.0
THE CONCISE 48 LAWS OF POWER,Robert Greene,"Language, Linguistics & Writing",140.0
Paramount English For General Competitive Exams Vol - 1 From Plinth To Paramount (Revised Edition 2020),Paramount Team,"Language, Linguistics & Writing",250.0
Oxford English - Hindi Dictionary | 5th Edition,S.K. Verma,"Language, Linguistics & Writing",2549.0
The Quick And Easy Way To Effective Speaking,Dale Carnegie,"Language, Linguistics & Writing",849.0
"Pride & Prejudice (PREMIUM PAPERBACK, PENGUIN INDIA)",Jane Austen,"Language, Linguistics & Writing",125.0
OXFORD ADVANCED LEARNERS DICTIONARY PB WITH ONLINE ACCESS PK 10E,Oxford University Press,"Language, Linguistics & Writing",2999.0
Invisible Women: Exposing Data Bias in a World Designed for Men,Caroline Criado Perez,"Language, Linguistics & Writing",460.0
Super Speed English Speaking Course (Hindi),Rashmeet Kaur,"Language, Linguistics & Writing",200.0
Speed Writing In Improved Handwriting - Cursive writing - Book A (For Age 6-9 Years) - Cursive handwriting practice book,Paperback,"Language, Linguistics & Writing",350.0
"The Quick and Easy Way to Effective Speaking [Original Edition (Complete), PREMIUM PAPERBACK] ",Dale Carnegie,"Language, Linguistics & Writing",199.0
30 Days to Better English,Norman Lewis,"Language, Linguistics & Writing",275.0
Spoken English Guru Practice Exercises Book (Basic to Advance Level - English Grammar & Spoken English Topics Practice),Pooja Rana,"Language, Linguistics & Writing",80.0
"The Vocabulary Builder Workbook: Simple Lessons and Activities to Teach Yourself Over 1,400 Must-Know Words",Magoosh,"Language, Linguistics & Writing",1695.0
PITMAN SHORTHAND,Issac Pitman,"Language, Linguistics & Writing",200.0
Wren & Martin - High School English Grammar and Composition & Key (Set of 2 books),Product Bundle,"Language, Linguistics & Writing",555.0
Keerthi Kireetalu,Yaddanapoodi Sulochana Rani,"Language, Linguistics & Writing",750.0
Learn Kannada In 30 Days Through English (30 ದಿನಗಳಲ್ಲಿ ಕನ್ನಡವನ್ನು ಇಂಗ್ಲಿಷ್‌ನಲ್ಲಿ ಕಲಿಯಿರಿ),Krishna Gopal Vikal,"Language, Linguistics & Writing",375.0
Sanskrit Swayam Shikshak,Shripad D. Satvlekar,"Language, Linguistics & Writing",125.0
Literary Theory:Introduction |First Edition | By Pearson: From Structuralism to Ecocriticism,Nayar,"Language, Linguistics & Writing",250.0
One Word Substitution,Roshan Tolani,"Language, Linguistics & Writing",999.0
Speed Writing In Improved Handwriting - Cursive writing - Book B (For Age 9+ Years) - Cursive handwriting practice book,Paperback,"Language, Linguistics & Writing",595.0
"The Valmiki Ramayana Set of 3 Vols: A Critical Edition of Ramayan by Bibek Debroy | Must-Read Book for all ages, A Perfect Bo",Debroy Bibek,"Language, Linguistics & Writing",400.0
Wren & Martin High School English Grammar And Composition Book (Multicolour Edition),"Rao N,D,V,Prasada","Language, Linguistics & Writing",299.0
Learn How to Speak English Fluently: English Speaking Mastery in 7 Easy Steps,Yogesh Vermani,"Language, Linguistics & Writing",500.0
"My Big Book of Patterns And Pencil Control : Interactive Activity Book For Children To Practice Patterns, Numbers 1-20 And Al",Wonder House Books,"Language, Linguistics & Writing",299.0
Lines and Curves Pattern Writing Book 1 for Age 2-4 years,Dreamland Publications,"Language, Linguistics & Writing",250.0
Advanced English Grammar with Answers,Hewings,"Language, Linguistics & Writing",299.0
A Dismantled State : The Untold Story of Kashmir After Article 370,Anuradha Bhasin,"Language, Linguistics & Writing",499.0
"Email Writing for Beginners: Examples, Etiquette, and Mistakes",Yogesh Vermani,"Language, Linguistics & Writing",199.0
"As a Man Thinketh (PREMIUM PAPERBACK, PENGUIN INDIA)",James Allen,"Language, Linguistics & Writing",200.0
IELTS 14 Academic Student's Book with Answers with Audio: Authentic Practice Tests (IELTS Practice Tests),Cambridge English,"Language, Linguistics & Writing",299.0
Grammar : English Grammar Workbook 1,Om Books Editorial Team,"Language, Linguistics & Writing",455.0
Lucent's Sampurna Hindi Vyakaran Aur Rachna,Arvind Kumar,"Language, Linguistics & Writing",620.0
"Guns, Germs And Steel: 20th Anniversary Edition",Jared Diamond,"Language, Linguistics & Writing",396.0
Descriptive English,S.P. Bakshi,"Language, Linguistics & Writing",160.0
Savarkar: Ek Bhule-Bisre Ateet Ki Goonj 1883-1924,Vikram Sampath,"Language, Linguistics & Writing",450.0
Unlock Your Word Power: Have English at Your Fingertips: A Combo Set of 3 Bestselling Books (Word Power Made Easy + Instant W,Norman Lewis,"Language, Linguistics & Writing",199.0
Ashok and the Nine Unknown,Anshul Dupare,"Language, Linguistics & Writing",32.0
A Glossary of Literary Terms,Geoffrey Harpham,"Language, Linguistics & Writing",350.0
IDIOMS and PHRASES Anglo,Roshan Tolani,"Language, Linguistics & Writing",699.0
Arabic Course for English Speaking Students - Madina Islamic University 3 Volumes Set,V. Abdur Rahim,"Language, Linguistics & Writing",200.0
Learn French In 30 Days Through English (Apprendre le français à partir de l'anglais dans 30 jours),Bhavna Chopra,"Language, Linguistics & Writing",149.0
"Examcart Latest Complete General English Book For All Government & Competitive Exams (Bank, SSC, Defense, Management (CAT, XA",Agrawal Examcart,"Language, Linguistics & Writing",299.0
Oxford Advanced Learners Dictionary - 10th Edition | World's Bestseller for Advanced Level Learner of English | Includes 1 Ye,Oxford University Press,"Language, Linguistics & Writing",295.0
Autobiography of a Yogi (Marathi),Paramahansa Yogananda,"Language, Linguistics & Writing",675.0
Spelling Success - Grades 1 & 2,Peter Clutterbuck,"Language, Linguistics & Writing",899.0
OXFORD LEARNER'S POCKET THESAURUS: PB,Oxford Dictionaries,"Language, Linguistics & Writing",750.0
Learn Tamil in 30 Days Through English,Krishna Gopal Vikal,"Language, Linguistics & Writing",295.0
Ponniyin Selvan-Part 1-Fresh Floods,KALKI- Translated From the Tamil by Pavithra Srinivasan,"Language, Linguistics & Writing",150.0
"Wuthering Heights (PREMIUM PAPERBACK, PENGUIN INDIA)",Emily Brontë,"Language, Linguistics & Writing",1099.0
The House Of Strange Stories,Ruskin Bond,"Language, Linguistics & Writing",250.0
Rapidex English Speaking Course (Marathi),Unicorn,"Language, Linguistics & Writing",499.0
ARIHANT BOOK GENERAL HINDI FOR ALL TYPE EXAMS,printing and books and stationnary,"Language, Linguistics & Writing",350.0
Intermediate English Grammar With Answers,Murphy,"Language, Linguistics & Writing",299.0
Learn Telugu Through Hindi(Hindi To Telugu Learning Course) (With Youtube AV),KALAHASTI GAURINATH,"Language, Linguistics & Writing",250.0
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Language, Linguistics & Writing",300.0
Novelist as a Vocation: The master storyteller on writing and creativity,Haruki Murakami,"Language, Linguistics & Writing",220.0
B.R.AMBEDKAR: A BIOGRAPHY,Kaushal Goyal,"Language, Linguistics & Writing",849.0
Bhasha Sanshay Shodhan,Kamlesh Kamal,"Language, Linguistics & Writing",125.0
ENGLISH SPEAKING COURSE,Pooja Rana,"Language, Linguistics & Writing",620.0
Invisible Women: the Sunday Times number one bestseller exposing the gender bias women face every day,Caroline Criado Perez,"Language, Linguistics & Writing",2999.0
Rajpal Hindi Shabdkosh,Dr. Hardev Bahri,"Language, Linguistics & Writing",460.0
Perfect English Grammar: The Indispensable Guide to Excellent Writing and Speaking,Grant Barrett,"Language, Linguistics & Writing",200.0
The Great Train Journey,Ruskin Bond,"Language, Linguistics & Writing",350.0
Rajaraja Chola: Interplay Between an Imperial Regime and Productive Forces of Society,Raghavan Srinivasan,"Language, Linguistics & Writing",199.0
Learn Hindi in 30 Days Through English,Krishna Gopal Vikal,"Language, Linguistics & Writing",275.0
AIBE Bare Acts Combo without Notes 2023 EDITION- as per Bar Council of India Guidelines set of 18 Bare Acts covering 32 Acts ,Professionals,Law,80.0
"India & World Map ( Both Political & Physical ) with Constitution of India , Indian History , Indian Economy & Geographical T",Hivex Publication,Law,199.0
Commercial's AIBE Combo Pack : Students Editions Bare ACT Without Comments As Per Bar Council Of India Notification - Set of ,ALL INDIA BAR,Law,250.0
"AIBE (All India Bar Examination) Bare Acts without Short Notes, Total Set of 19 Books, Latest Edition with up to date amendme",Lawmann's,Law,899.0
"NISM's Equity Derivatives – Covering the basics of equity derivatives, trading strategies using equity futures & options, cle",NISM (An Educational Initiative of SEBI),Law,310.0
Solved Papers [2003-2018]: U.P. Civil Judge Preliminary Examinations,SAMARTH AGRAWAL,Law,150.0
All India Bar Examination (AIBE),Devendra Kumar Singh,Law,425.0
Fifteen Judgments: Cases that Shaped Ind: Cases that Shaped India’s Financial Landscape,Saurabh Kirpal,Law,125.0
ALL INDIA BAR EXAMINATION SOLVED PAPERS (2011-2020) [PREVIOUS YEARS SOLVED PAPERS] [ANSWERS WITH EXPLANATIONS] {CONDUCTED BY ,LOVEDEEP BANGIA,Law,99.0
The Constitution of India Bare Act,Dr. P.K. Agrawal,Law,300.0
Getting Along: How to Work with Anyone (Even Difficult People),Amy Gallo,Law,249.0
Recent and Landmark Case Laws - 3rd Edition,Samarth Agrawal,Law,99.0
The Indian Penal Code- Bare Act with Short Notes [2020],Lexis,Law,345.0
Legal Eagles: Stories of the Top Seven Indian Lawyers,Indu Bhan,Law,150.0
The Indian Penal Code,MANMOHAN JOSHI,Law,299.0
The Speaking Constitution : A Sisyphean Life in Law,K.G. Kannabiran,Law,250.0
"LAW CHARTS SET OF 5 ENGLISH | LAMINATED | Constitution of India Chart, IPC Chart, CRPC Chart, CPC Chart & The Indian Evidence",Vidya Chitr Prakashan,Law,175.0
The Visual MBA: A Quick Guide to Everything You’ll Learn in Two Years of Business School,Jason Barron,Law,300.0
"IIBF's Micro, Small and Medium Enterprises – Covering all important aspects of MSMEs in India, including setting-up of MSME, ",Indian Institute of Banking & Finance (IIBF),Law,125.0
AIBE (All India Bar Examination),Devendra Kumar Singh,Law,299.0
The Constitution of India Bare Act with Amendments 2023 Edition,Government of India,Law,510.0
Ratanlal & Dhirajlal's The Indian Penal Code,Ratanlal & Dhirajlal,Law,225.0
IPC Chart ( India Penal Code ) CRPC Chart ( Code Of Criminal Procedure ) & CPC Chart ( Code of Civil Procedure & Evidence Act,Vidya Chitr Prakashan,Law,499.0
Labour & Industrial Laws - 2022/Edition,Bare Act,Law,180.0
Singhal's Uttarakhand and Uttar Pradesh Judicial Service Examination (Solved Papers of Preliminary Examinations Answers with ,Singhal Law Publications,Law,250.0
Unbreaking India: Decision on Article 370 and the CAA,Sanjay Dixit,Law,250.0
LEGAL GK (GENERAL KNOWLEDGE ON LAW),UNIVERSAL,Law,380.0
Courtroom Prayers : A Handbook on Legal Drafting,Adv. Anita Bafna,Law,250.0
"NISM's Mutual Fund Distributors – Covering basics of mutual fund, role & structure, mutual fund schemes & features, accountin",NISM (An Educational Initiative of SEBI),Law,160.0
"Bare Act The Code Of Civil Procedure, 1908",Universals Team,Law,699.0
"The Indian Contract Act, 1872 [2022e]",Lexis,Law,349.0
Kesavananda Bharati Case - The untold story of struggle for supremacy by Supreme Court and Parliament,T R Andhyarujina,Law,260.0
The Constitution of India (Big A4 Size),Dr. B. R Ambedkar,Law,150.0
Landmark Judgments That Changed India,Asok Kumar Ganguly,Law,350.0
AIBE - All India Bar Examination SOLVED PREVIOUS YEAR PAPERS (2011 to 2021) with 5 Model Test Papers (Solved) and OMR Sheets,Gaurav Mehta,Law,350.0
"दण्ड प्रक्रिया संहिता 1973 | Code of Criminal Procedure, 1973",Man Mohan Joshi (MJ Sir),Law,720.0
U.P. Judicial Service Civil Judge (Junior Division) Preliminary Examination - Question Bank by Samarth Agrawal,Pariksha Manthan,Law,549.0
Self Study Guide CLAT 2023,Arihant Experts,Law,486.0
"The Indian Evidence Act, 1872 Bare Act with Short Notes",Universal,Law,200.0
Introduction To The Constitution Of India (24Th Edition),D D Basu,Law,250.0
The Constitution of India Bare Act - Latest 2023 EDITION Universal's,lexis nexis,Law,499.0
Singhal Law Publications Multiple Choice Question For Judicial Services Examination volume 1 (Chapter-wise and Topic-Wise) 2n,Singhal,Law,471.0
Examination Guide with Multiple Choice Questions (MCQs) on Govt. Service Regulations & Financial Rules,Nabhi's Board of Editors,Law,471.0
"The Medical Termination of Pregnancy Act, 1971 - 2022/Edition",Bare Act,Law,999.0
"An Insight Into Judgment Writing (NEW EDITION,2022)",Robinjeet Singh (DJS),Law,999.0
Family law,Paras Diwan,Law,250.0
UNIVERSAL CRIMINAL MANUAL 2022 EDITION (BIG SIZE),CRIMINAL MANUAL 2022,Law,250.0
The Code of Criminal Procedure 2020,K Kannan,Law,199.0
Taxmann's Direct Taxes Law & Practice | Professional Edition | AY 2022-23 & 2023-24 – The most trusted & bestselling commenta,Dr. Vinod K Singhania,Law,250.0
Contract Paper I,R.K. Bangia,Law,600.0
Bharat Ka Samvidhan (3rd Edition 15 Aug 2022 )The 105 Constitutional Amendment Act Hindi,Dr. Br Ambedkar,Law,225.0
Avtar Singh's Law of Contract & Specific Relief by Rajesh Kapoor,Rajesh Kapoor,Law,250.0
"Learn to Win Arguments and Succeed -20 Powerful Techniques to Never Lose an Argument again, with Real-Life Examples. A life S",Vishal Gupta,Law,250.0
Muslim Laws with Model Nikahnama -Bare Act with Short Notes,Universal,Law,360.0
"Criminal Manual: Cr.P.C., I.P.C. & Evidence (With Free Guide To Criminal Pleadings - Model Forms)",Universal's Legal Manual,Law,199.0
LAWS OF UX,Jon Yablonski,Law,750.0
Aibe - Guide To All India Bar Examination - Conducted By The Bar Council Of India / 6Th Latest Edition,Universal's,Law,330.0
Constitutional Development And National Movement Of India,Aggarwal R.C.,Law,125.0
Law Fighter General Knowledge Minor Act for Uppcs J Pre Exam Book Tips and Mcq in English,A.N.Singh,Law,820.0
Goods and Services Tax (G.S.T) Tenth Revised and updated Edition,Dr. H.C. Mehrotra,Law,695.0
"Taxmann's Companies Act with Rules | Pocket Hardbound – Covering amended, updated & annotated text of Companies Act 2013 with",Taxmann,Law,740.0
New Pattern CLAT 2023 12 Practice Sets 3 Solved papers (2022-2020),Arihant Experts,Law,599.0
"Combo of 5 Books IPC, CrPC, CPC, Cnstitution of India, Indian Evidence Bare Acts with Short Comentsand State Amendmeds",Professional's,Law,599.0
"Constitutional Law of India - 59/e, 2022",Dr. J.N. Pandey,Law,275.0
"Important Bare Acts set with notes. Combo of 26 Books/ Bare Acts with notes for Lawyers, Law Students, Entrance Examinations,",Professional,Law,499.0
Criminal Manual (Pocket size),LexisNexis,Law,1238.0
Business Laws: Semester I: (NEP 2020 for the University of Delhi),M C Kuchhal & Vivek Kuchhal,Law,615.0
Textbook on The Transfer of Property Act 6th Edition,Dr. Avtar Singh & Dr. Harpreet Kaur,Law,239.0
Indian Constitutional Law,M.P. Jain,Law,199.0
Singhal's Guide to All India Bar Examination - 2022/edition,Himani Verma Krishan Keshav,Law,299.0
India's Legal System: Can it Be Saved?,Fali S. Nariman,Law,520.0
Psa Pillai's Criminal Law 14Th Edition,V L Vibhute,Law,150.0
Uttar Pradesh Civil Judge (Junior Division) Examination Manual (9-In-1) Diglot Edition free with The Old Man and The Sea Erne,ALP,Law,225.0
Textbook on Indian Penal Code,K.D. Gaur,Law,299.0
The Code of Criminal Procedure 1973 Bare Act 2023 Edition,Government of India,Law,820.0
"V.D. Mahajan's Jurisprudence & Legal Theory 6th Edition, 2022",Dr. V.D.Mahajan,Law,500.0
The Key To Indian Practice,Sir Dinshaw Fardunji Mulla,Law,7200.0
Bharatache savidhan ( amended upto 2020 ),Dr. Babasaheb Ambedkar,Law,680.0
"Taxmann's Direct Taxes Law & Practice | A.Y. 2022-23 – The Go-to-Guide for Students & Professionals for over 40 Years, equips",Dr. Vinod K.Singhania,Law,200.0
"The Code of Civil Procedure, 1908 (C-21) Bare Act with Short Notes",A Panel of Authors,Law,695.0
THE INDIAN CONSTITUTION (OIP),Austin Granville,Law,299.0
"LEGAL REFERENCER cum DIARY 2023 (ADVOCATE STANDARD SIZE DIARY with legal information like Ad valorem Fee, Limitation Points, ",YGP,Law,599.0
"Universal's Guide to All India Bar Examination - 7/e, 2022",Universal's law,Law,249.0
"Industrial Relations, Trade Unions and Labour Legislation | Third Edition | By Pearson",P.R.N. Sinha,Law,580.0
"Legal And Constitutional History Of India: Ancient Legal, Judicial And Constitutional System (Reprint)",M. Rama Jois,Law,250.0
Hindu Laws containing 9 Acts [Paperback] Professional's,Professional's,Law,350.0
"(P-5, 2022 edition) The Patents Act, 1970 [Universal's-New Delhi]",Lexis,Law,299.0
KARNATAKA GRAM SWARAJ AND PANCHAYAT RAJ ACT 1993 KANNADA (KARNATAKA PANCHAYAT RAJ ACT) NEW EDITION 2022,YASHPAL PULIANI,Law,139.0
Hindu Laws with State Amendments – Bare Act with Short Notes,Universal,Law,399.0
"The Code of Civil Procedure, 1908 [2022e]",Lexis,Law,595.0
Undermining the Idea of India (India List),Gautam Patel,Law,520.0
"Professional’s Criminal Manual (Cr.P.C., I.P.C. and Evidence) – 2022 Edition",Justice MR Mallick,Law,330.0
Constitution of India Bare Act with Short Notes ( Handbook in English ),A Panel of Authors,Law,720.0
Contract & Specific Relief - 12/Edition,Avtar Singh,Law,250.0
The Constitution of India: A Contextual Analysis (Constitutional Systems of the World),Arun K Thiruvengadam,Law,690.0
"Taxmann�s Balance Sheet Decoded � How to Read, Understand & Analyse the Financial Statements, in a Stepwise Manner, with the ",G.C. Pipara,Law,2194.0
MULTIPLE CHOICE QUESTIONS FOR JUDICIAL SERVICE EXAMINATION,VINAY KUMAR GUPTA,Law,700.0
"Dowry Prohibition Act, 1961- Bare Act with Short Notes [2021 Edn.]",Lexis,Law,471.0
Indian Constitution Chart | 55X70 cm | LATEST CONSTITUTION CHART,Paperback,Law,80.0
"Criminal Major Acts [Criminal Manual (Containing IPC, CrPC & Evidence Act) [English/Hindi] Diglot Edition, Amended Up-to-date",BRIGHT BARE ACTS,Law,699.0
It Starts With Us,Colleen Hoover,Literature & Fiction,275.0
50 Greatest Short Stories,Terry O'Brien,Literature & Fiction,499.0
Harry Potter and the Philosopher's Stone,J.K. Rowling,Literature & Fiction,599.0
It Ends With Us: A Novel: Volume 1,Colleen Hoover,Literature & Fiction,957.0
Man's Search For Meaning: The classic tribute to hope from the Holocaust,Viktor E Frankl,Literature & Fiction,195.0
DO EPIC SHIT,Ankur Warikoo,Literature & Fiction,240.0
